,artist_name,track_name,track_id,popularity,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
23,Calvin Harris,Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,24,14484636,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184,4
24,Panic! At The Disco,High Hopes,1rqqCSm0Qe4I9rUvWncaom,25,14145185,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4
25,Paulo Londra,Adan y Eva,6FyRXC8tJUh863JCkyWqtk,26,13440041,0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4
26,Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,27,13224421,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,4
27,21 Savage,a lot,2t8yVaLvJ0RenpXUIAC52d,28,13104394,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4
28,Blueface,Thotiana,3oh6SCCeLuXhFpEyepla6G,29,13050694,0.906,0.382,10,-12.89,0,0.269,0.18,0,0.113,0.391,104.025,129264,4
29,Mabel,Don't Call Me Up,5WHTFyqSii0lmT9R21abT8,30,12959849,0.674,0.881,9,-2.853,1,0.147,0.296,3.01E-06,0.0793,0.234,98.994,178480,4
30,Queen,Bohemian Rhapsody - 2011 Mix,7tFiyTwD0nx5a1eklYtX2J,31,12782523,0.392,0.402,0,-9.961,0,0.0536,0.288,0,0.243,0.228,143.883,354320,4
31,Cardi B,Please Me,0PG9fbaaHFHfre2gUVo7AN,32,12157526,0.747,0.57,1,-6.711,1,0.081,0.0642,0,0.0832,0.65,133.992,200890,4
32,The Chainsmokers,Who Do You Love,11cDEev79fPKi6uJCjUhu8,33,12154894,0.51,0.835,3,-4.673,1,0.0447,0.00791,0,0.219,0.435,140.024,226747,4
33,benny blanco,Eastside (with Halsey & Khalid),7FGq80cy8juXBCD2nrqdWU,34,12145207,0.632,0.686,6,-7.665,0,0.243,0.549,0,0.2,0.329,89.949,170770,4
34,A Boogie Wit da Hoodie,Look Back at It,3Ol2xnObFdKV9pmRD2t9x8,35,11939155,0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,179449,4
35,Mau y Ricky,Desconocidos,0s5DNDV6LAKn2u2Ufa3VjQ,36,11404823,0.709,0.771,7,-4.598,1,0.166,0.146,3.29E-06,0.249,0.709,174.006,204453,4
36,Ariana Grande,bad idea,7EQpvVujgytLVY8vKiDHAg,37,11188077,0.847,0.58,1,-5.316,1,0.0723,0.0276,0.0548,0.1,0.575,137.995,267107,4
37,Mustard,Pure Water (with Migos),63cd4JkwGgYJrbOizbfmsp,38,11041777,0.68,0.559,0,-5.545,1,0.129,0.172,0,0.318,0.137,202.006,194520,4
38,Post Malone,Better Now,7dt6x5M1jzdTEt8oCbisTK,39,10917117,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231267,4
39,Kodak Black,ZEZE (feat. Travis Scott & Offset),0FZ4Dmg8jJJAPJnvBIzD9z,40,10889059,0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,228760,4
40,Ariana Grande,needy,1TEL6MlSSVLSdhOSddidlJ,41,10838585,0.647,0.309,7,-7.948,0,0.0366,0.78,7.41E-06,0.202,0.195,87.045,171573,4
41,Ariana Grande,NASA,4SPu0Ql902hTVXkBoNIYtq,42,10790342,0.737,0.461,6,-6.887,1,0.293,0.447,0,0.268,0.481,75.005,182000,4
42,Maroon 5,Girls Like You (feat. Cardi B),7fa9MBXhVfQ8P8Df9OEbD8,43,10487513,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4
43,Lil Baby,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,44,10408134,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,145543,4
44,Alec Benjamin,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,45,10340218,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,169354,4
45,Dean Lewis,Be Alright,3EPXxR3ImUwfayaurPi3cm,46,10278781,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,196373,4
46,Ariana Grande,bloodline,2hloaUoRonYssMuqLCBLTX,47,10251085,0.758,0.665,2,-5.188,0,0.0774,0.0815,0.000157,0.216,0.643,151.976,216893,4
47,Kehlani,Nights Like This (feat. Ty Dolla $ign),6ZRuF2n1CQxyxxAAWsKJOy,48,10224387,0.61,0.725,8,-5.131,1,0.15,0.367,0,0.154,0.291,146.163,201788,4
48,Anuel AA,Ella Quiere Beber - Remix,2cYnZNzFRFK0H7vSNxPsUq,49,10160456,0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4
49,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),1wJRveJZLSb1rjhnUHQiv6,50,10025270,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,189487,4
