,artist_name,track_name,track_id,popularity,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
34,Kanye West,Water,454Epa1vrCGFddHXKyC1kb,35,12604488,0.505,0.281,2,-12.404,1,0.1,0.57,0.000254,0.163,0.283,82.338,168420,4
35,Lizzo,Good as Hell (feat. Ariana Grande) - Remix,07Oz5StQ7GRoygNLaXs2pd,36,12495965,0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,0.478,95.927,159011,4
36,Tainy,Adicto (with Anuel AA & Ozuna),3jbT1Y5MoPwEIpZndDDwVq,37,12461725,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,4
37,Lil Nas X,Panini,1000nHvUdawXuUHgBod4Wv,38,11904990,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,114893,4
38,J Balvin,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,39,11842178,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573,4
39,Bad Bunny,Callaita,2TH65lNHgvLxCKXM3apjxI,40,11727722,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4
40,Jhay Cortez,No Me Conoce - Remix,4R8BJggjosTswLxtkw8V7P,41,11461442,0.806,0.786,10,-3.831,0,0.0741,0.145,0.0,0.0935,0.58,91.973,309120,4
41,Halsey,Graveyard,6V9fHiv84WlVTg7CSnIVY2,42,11306406,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4
42,Kanye West,Hands On,7r6aR2f57resC5r93LwMfK,43,11183853,0.514,0.393,1,-8.72,0,0.529,0.558,0.0,0.282,0.598,78.039,203174,4
43,Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),7CZyCXKG6d5ALeq41sLzbw,44,10965137,0.499,0.8,1,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,139.919,229573,4
44,Ali Gatie,It's You,6moU77g9RQyMzHNuKEaQKq,45,10899460,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,212607,4
45,Lil Nas X,Old Town Road - Remix,2YpeDb67231RjR0MgVLzsG,46,10706467,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067,4
46,DJ Snake,Loco Contigo (feat. J. Balvin & Tyga),6osaMSJh9NguagEDQcZaKx,47,10420964,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,185195,4
47,Lizzo,Truth Hurts,5qmq61DAAOUaW8AUo8xKhh,48,10315476,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,173325,4
48,Rauw Alejandro,Fantasias,6mAN61JH0dzyZpWslS11jy,49,10241786,0.879,0.703,1,-4.219,1,0.0701,0.143,0.0,0.0569,0.788,94.004,199711,4
49,Major Lazer,Trigger,0Z26mbSHJ1dkUu7g9DDgif,50,10005477,0.57,0.585,8,-7.041,1,0.251,0.128,0.000105,0.111,0.378,97.285,171987,4
