,artist_name,track_name,track_id,popularity,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
23,Michael Bublé,Holly Jolly Christmas,6tjituizSxwSmBB5vtgHZE,24,19721103,0.647,0.465,7,-8.308,1,0.0428,0.865,0.0,0.0882,0.699,151.251,119787,4
24,Lewis Capaldi,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,25,19547865,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4
25,Harry Styles,Adore You,3jjujdWJ72nww5eGnfs2E7,26,18760844,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,4
26,Chris Rea,Driving Home for Christmas - 2019 Remaster,27qAMKrDdKEs8HDXcvR24R,27,18087297,0.513,0.583,9,-10.863,1,0.038,0.355,1.96e-05,0.18,0.866,180.184,241627,4
27,Kelly Clarkson,Underneath the Tree,3nAp4IvdMPPWEH9uuXFFV5,28,17499772,0.509,0.812,8,-5.438,1,0.0537,0.0013,1.99e-05,0.214,0.689,159.876,229640,4
28,Paul McCartney,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,7Lbxvt42JsNSKVCaN63qhD,29,17481418,0.774,0.511,11,-8.914,1,0.0319,0.322,0.0,0.0672,0.771,94.736,227653,4
29,Billie Eilish,bad guy,2Fxmhks0bxGSBdJ92vM42m,30,17361194,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
30,Nat King Cole,The Christmas Song (Merry Christmas To You),4PS1e8f2LvuTFgUs1Cn3ON,31,16246584,0.319,0.21,1,-15.231,1,0.0341,0.92,8.06e-05,0.138,0.209,78.696,192160,4
31,Bad Bunny,Vete,5DxXgozhkPLgrbKFY91w0c,32,15790535,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024,4
32,Bing Crosby,White Christmas,4so0Wek9Ig1p6CRCHuINwW,33,15643273,0.317,0.158,9,-16.485,1,0.0381,0.673,0.353,0.338,0.247,130.503,177480,3
33,Travis Scott,HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW,34,15504648,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,4
34,Roddy Ricch,The Box,0nbXyq5TXYPCO7pr3N8S4I,35,15387992,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,196653,4
35,Harry Styles,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,36,15195825,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4
36,Selena Gomez,Lose You To Love Me,1HfMVBKM75vxSfsQ5VefZ5,37,15112221,0.505,0.34,4,-9.005,1,0.0438,0.576,0.0,0.21,0.0916,101.993,206459,4
37,blackbear,hot girl bummer,7aiClxsDWFRQ0Kzk5KI5ku,38,14825318,0.778,0.559,6,-7.109,0,0.0776,0.128,0.0,0.399,0.678,129.989,185093,1
38,Juice WRLD,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,39,14717691,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,4
39,Shakin' Stevens,Merry Christmas Everyone,4rRIovg4TvxLUiUrpGI6lE,40,14691427,0.534,0.905,9,-3.315,1,0.0369,0.129,0.0,0.128,0.961,202.899,220160,4
40,Camila Cabello,My Oh My (feat. DaBaby),3yOlyBJuViE2YSGn3nVE1K,41,14608943,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,4
41,Regard,Ride It,2tnVG71enUj33Ic2nFN6kZ,42,14068922,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,4
42,Burl Ives,A Holly Jolly Christmas - Single Version,65Q2mv3UlVi9eO70OpsmSe,43,13793327,0.683,0.375,0,-13.056,1,0.0303,0.579,0.0,0.076,0.888,140.467,135533,4
43,The Ronettes,Sleigh Ride,1ODZGydlown4VesUP8HLJX,44,13775457,0.527,0.768,2,-7.557,1,0.0304,0.457,2.36e-06,0.304,0.799,91.75,180833,4
44,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,2uFaJJtFpPDc5Pa95XzTvg,45,13453624,0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009,117147,4
45,Lil Uzi Vert,Futsal Shuffle 2020,2Ec33AVlkTTq8BHFgBTdQs,46,13422220,0.881,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97,198913,4
46,The Weeknd,Heartless,57vxBYXtHMk6H1aD29V7PU,47,13287186,0.531,0.75,10,-5.831,0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,200080,4
47,Sam Smith,Have Yourself A Merry Little Christmas,1Qi2wh8fFgDV7tl4Sj3f2K,48,13271698,0.438,0.178,5,-9.402,1,0.0414,0.957,0.0,0.316,0.344,75.248,170964,1
48,Anuel AA,China,2ksOAxtIxY8yElEWw8RhgK,49,12902216,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,4
49,Darlene Love,Christmas (Baby Please Come Home),0jiPKUSdsJNCxMPHjMqptk,50,12881481,0.34,0.805,8,-6.3,1,0.053,0.275,0.000459,0.0988,0.341,126.865,164959,4
