,artist_name,track_name,track_id,popularity,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
29,DJ Snake,Loco Contigo (with J. Balvin & Tyga),1f38Gx6xQz6r4H1jGVNBJo,30,12722188,0.822,0.743,6,-3.04,0,0.0567,0.285,2.31e-06,0.102,0.355,96.025,185195,4
30,Khalid,Talk (feat. Disclosure),6TqXcAFInzjp0bODyvrWEq,31,12388018,0.901,0.4,0,-8.575,1,0.126,0.051,0.0,0.0599,0.346,135.984,197573,4
31,Avicii,Heaven,0vrmHPfoBadXVr2n0m1aqZ,32,12303237,0.592,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.011,277262,4
32,Lady Gaga,Shallow,2VxeLyX666F8uXCJ0dZF8B,33,12179441,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,215733,4
33,Jhay Cortez,No Me Conoce - Remix,4R8BJggjosTswLxtkw8V7P,34,12154908,0.806,0.786,10,-3.831,0,0.0741,0.145,0.0,0.0935,0.58,91.973,309120,4
34,"Tyler, The Creator",EARFQUAKE,5hVghJ4KaYES3BFUATCYn0,35,11879222,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067,4
35,Marshmello,One Thing Right,4hPpVbbakQNv8YTHYaOJP4,36,11781536,0.659,0.623,4,-2.253,1,0.0451,0.0667,0.0,0.582,0.439,88.042,181824,4
36,Nicky Jam,Te RobarÃ©,6v0lAdFF4haL8xjBIUjtOw,37,11754532,0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4
37,Maluma,23:00:00,7KbF6AdprOXEEHlsq11Z6d,38,11753685,0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,0.68,95.692,175733,4
38,Jonas Brothers,Only Human,0DiDStADDVh3SvAsoJAFMk,39,11371773,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,183000,4
39,OneRepublic,Rescue Me,0mjAU3yKR1QnXnHtjGJqTM,40,11304535,0.759,0.605,7,-7.737,1,0.0433,0.156,0.0,0.694,0.64,121.049,158900,4
40,Post Malone,Wow.,6MWtB6iiXyIwun0YzU6DFP,41,11146591,0.833,0.539,11,-7.399,0,0.178,0.163,2.1e-06,0.101,0.385,99.947,149520,4
41,Marshmello,Happier,2dpaYNEQHiRxtZbfNsse99,42,10989393,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,214290,4
42,Dalex,Pa MÃ­ - Remix,7g8YaUQABMal0zWe7a2ijz,43,10956123,0.688,0.62,11,-8.029,0,0.22,0.753,5.27e-06,0.158,0.727,170.018,360960,4
43,ROSALÃA,Con Altura,2qG5sZ7Si6sdK74qLxedYM,44,10786943,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4
44,Paulo Londra,Tal Vez,5jW3rF4URMdK7tO2xjS5EI,45,10777248,0.855,0.649,8,-2.443,1,0.151,0.25,0.0,0.0801,0.741,161.986,263899,4
45,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),4MsUsFfWseB9M2plGJyuIw,46,10714004,0.614,0.839,0,-4.143,1,0.0702,0.0291,0.0,0.112,0.657,182.123,193040,4
46,DJ Luian,Verte Ir,4lzxJ4jCuFDXXGkE1LmpKR,47,10564934,0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,267500,4
47,Pedro CapÃ³,Calma - Remix,5iwz1NiezX7WWjnCgY5TH4,48,10527609,0.826,0.773,11,-4.218,0,0.0524,0.323,0.0,0.143,0.761,126.899,238200,4
48,YG,"Go Loko (feat. Tyga, Jon Z)",1kK6DwzyXJSp58u5HYWwuD,49,10454355,0.88,0.67,2,-5.177,1,0.0468,0.325,4.17e-06,0.0662,0.131,101.008,299227,4
49,Mabel,Don't Call Me Up,5WHTFyqSii0lmT9R21abT8,50,10253815,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,4
