,artist_name,track_name,track_id,popularity,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
12,Marshmello,Happier,2dpaYNEQHiRxtZbfNsse99,13,16505528,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4
13,Anuel AA,Secreto,5W83ErFkO3aKAIS1WMi6u0,14,16353288,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4
14,J. Cole,MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8,15,16334075,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,213594,4
15,Marshmello,Here With Me,5icOoE6VgqFKohjWWNp0Ac,16,16095016,0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,156347,4
16,Lil Nas X,Old Town Road,53CJANUxooaqGOtdsBTh7O,17,15628371,0.908,0.517,1,-6.063,1,0.129,0.0361,1.73E-06,0.0949,0.471,136.019,113013,4
17,Lauv,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,18,15541091,0.599,0.733,11,-7.058,1,0.203,0.176,0,0.242,0.534,102.211,162583,4
18,Halsey,Without Me,5p7ujcrUXASCNwRaWNHR1C,19,15529065,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661,4
19,Ariana Grande,"thank u, next",3e9HZxeyfWwjeyPAMmWSSQ,20,15385942,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,207320,4
20,Billie Eilish,bury a friend,4NzMOnvSJVNKF7nw5NkXIP,21,15334877,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4
21,benny blanco,"I Canâ€™t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",1WSGTYKLEpKfNQYYW5Oymt,22,14815511,0.541,0.468,10,-4.039,0,0.362,0.404,3.65E-06,0.358,0.69,95.266,158027,4
22,Khalid,Talk,0rTV5WefWd1J3OwIheTzxM,23,14708599,0.9,0.4,0,-8.443,1,0.124,0.0501,0,0.0876,0.338,136.001,197487,4
23,Maluma,HP,31UjYv5vLsDkzchJOtUMtW,24,14343668,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14E-06,0.188,0.618,91.98,184436,4
24,YNW Melly,Murder On My Mind,7eBqSVxrzQZtK2mmgRG6lC,25,14026867,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06E-06,0.11,0.74,115.007,268434,4
25,Calvin Harris,Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,26,13951975,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184,4
26,Dalex,Pa MÃ­ - Remix,224EVTFiLsdQignUFLvDeH,27,13534166,0.688,0.62,11,-8.029,0,0.22,0.753,5.27E-06,0.158,0.727,170.018,360960,4
27,Meek Mill,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,28,13176484,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180522,4
28,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),1wJRveJZLSb1rjhnUHQiv6,29,13034803,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,189487,4
29,Billie Eilish,wish you were gay,4txc3txsIt81diMzGhrVPS,30,13000917,0.853,0.351,7,-10.198,1,0.241,0.39,9.38E-06,0.752,0.282,118.028,221543,4
30,Panic! At The Disco,High Hopes,1rqqCSm0Qe4I9rUvWncaom,31,12523958,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4
31,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,32,12383076,0.842,0.801,8,-4.167,0,0.228,0.157,4.82E-06,0.0642,0.617,95.881,212500,4
32,Alec Benjamin,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,33,12371727,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,169354,4
33,PNL,Au DD,6VSaNvPPagk4U5Skxp6XfV,34,12211145,0.777,0.698,6,-7.706,0,0.0704,0.293,2.32E-05,0.0908,0.119,119.963,247161,4
34,Sofia Reyes,R.I.P. (feat. Rita Ora & Anitta),6JqpFboOH2bq9pzaYbkKBn,35,11916963,0.764,0.752,8,-3.713,0,0.0711,0.18,0,0.0701,0.698,100.066,187200,4
35,Bad Bunny,MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,36,11810414,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4
36,Khalid,My Bad,1DUSuNhF8P5vUGNPpQiZa5,37,11718346,0.645,0.568,5,-9.127,0,0.0823,0.543,0.266,0.257,0.391,84.999,166101,4
37,Cardi B,Please Me,0PG9fbaaHFHfre2gUVo7AN,38,11361629,0.747,0.57,1,-6.711,1,0.081,0.0642,0,0.0832,0.65,133.992,200890,4
38,Queen,Bohemian Rhapsody - 2011 Mix,4u7EnebtmKWzUH433cf5Qv,39,11277158,0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,354320,4
39,Capital Bra,Cherry Lady,3r1cV21xPMkgCmxk8VqWOB,40,11248444,0.838,0.549,9,-7.145,0,0.0755,0.877,0.000964,0.115,0.654,114.445,135597,4
40,Paulo Londra,Adan y Eva,6FyRXC8tJUh863JCkyWqtk,41,11195623,0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4
41,Juice WRLD,Robbery,6Hj9jySrnFppAI0sEMCZpJ,42,10875119,0.685,0.692,2,-5.122,1,0.0457,0.328,0,0.153,0.578,159.966,240051,5
42,Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,43,10836261,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,4
43,Mustard,Pure Water (with Migos),63cd4JkwGgYJrbOizbfmsp,44,10523200,0.68,0.559,0,-5.545,1,0.129,0.172,0,0.318,0.137,202.006,194520,4
44,benny blanco,Eastside (with Halsey & Khalid),7FGq80cy8juXBCD2nrqdWU,45,10424197,0.632,0.686,6,-7.665,0,0.243,0.549,0,0.2,0.329,89.949,170770,4
45,Mau y Ricky,Desconocidos,0s5DNDV6LAKn2u2Ufa3VjQ,46,10368876,0.709,0.771,7,-4.598,1,0.166,0.146,3.29E-06,0.249,0.709,174.006,204453,4
46,Dean Lewis,Be Alright,2H4gf1wLxvYreMj1jcaN0k,47,10293463,0.551,0.537,11,-7.595,1,0.034,0.705,0,0.0802,0.493,126.421,196493,4
47,Post Malone,Better Now,7dt6x5M1jzdTEt8oCbisTK,48,10186626,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231267,4
48,Lewis Capaldi,Someone You Loved,2TIlqbIneP0ZY1O0EzYLlc,49,10130658,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4
49,A Boogie Wit da Hoodie,Look Back at It,3Ol2xnObFdKV9pmRD2t9x8,50,10038117,0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,179449,4
