,artist_name,track_name,track_id,popularity,streams,acousticness,danceability,duration_ms,Month,instrumentalness,key,energy,liveness,loudness,speechiness,tempo,time_signature,valence
527,Rauw Alejandro,Fantasias,6mAN61JH0dzyZpWslS11jy,28,11965068,0.143,0.879,199711,11,0,1,0.703,0.0569,-4.219,0.0701,94.004,4,0.788
529,Ed Sheeran,I Don't Care (with Justin Bieber),0hVXuCcriWRGvwMV1r5Yn9,30,11881211,0.0912,0.798,219947,11,0,6,0.675,0.0894,-5.041,0.0442,101.956,4,0.842
530,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,31,11866765,0.533,0.755,157560,11,0,2,0.522,0.0685,-4.368,0.0575,89.96,4,0.925
531,Y2K,Lalala,51Fjme0JiitpyXKuyQiCDo,32,11664694,0.181,0.843,160627,11,0,2,0.391,0.137,-7.899,0.0845,129.972,4,0.496
532,Daddy Yankee,Que Tire Pa Lante,6RyaV7owmVU6fzEPE17sF1,33,11634420,0.0478,0.658,210520,11,0,7,0.901,0.12,-2.814,0.0357,93.979,4,0.708
533,J Balvin,LA CANCION,0fea68AdmYNygeTGI4RC18,34,11442050,0.152,0.754,242573,11,1.85E-05,7,0.646,0.108,-5.795,0.317,176.089,4,0.429
534,Juice WRLD,Bandit (with YoungBoy Never Broke Again),6Gg1gjgKi2AK4e0qzsR7sd,35,11378132,0.0687,0.474,189323,11,0,5,0.631,0.132,-5.884,0.343,180.051,4,0.425
535,Stormzy,Own It (feat. Ed Sheeran & Burna Boy),07s9NNOT0sZQp7TyolLLgu,36,11310793,0.00838,0.817,216707,11,5.21E-06,7,0.781,0.123,-4.178,0.112,104,4,0.359
536,Camila Cabello,Liar,7LzouaWGFCy4tkXDOOnEyM,37,11241441,0.0169,0.74,207039,11,0.00282,11,0.498,0.319,-6.684,0.0456,98.016,4,0.652
537,MEDUZA,Lose Control,7CHi4DtfK4heMlQaudCuHK,38,11136009,0.129,0.598,168387,11,0,10,0.526,0.14,-8.659,0.0415,123.935,4,0.529
538,Post Malone,Goodbyes (Feat. Young Thug),6vBdBCoOhKHiYDDOcorfNo,39,11040398,0.447,0.58,174960,11,0,5,0.653,0.111,-3.818,0.0745,150.231,4,0.175
539,Bad Bunny,Callaita,2TH65lNHgvLxCKXM3apjxI,40,10814213,0.6,0.61,250534,11,2.12E-06,2,0.624,0.243,-4.773,0.309,176.169,4,0.244
540,Tainy,Adicto (with Anuel AA & Ozuna),3jbT1Y5MoPwEIpZndDDwVq,41,10570573,0.017,0.734,270741,11,1.64E-05,10,0.836,0.179,-4.803,0.0735,80.002,4,0.623
541,DaBaby,BOP,6Ozh9Ok6h4Oi1wUSLtBseN,42,10451998,0.189,0.769,159715,11,0,11,0.787,0.129,-3.909,0.367,126.77,4,0.836
542,Jhay Cortez,No Me Conoce - Remix,4R8BJggjosTswLxtkw8V7P,43,10301589,0.145,0.806,309120,11,0,10,0.786,0.0935,-3.831,0.0741,91.973,4,0.58
543,Selena Gomez,Look At Her Now,4yI3HpbSFSgFZtJP2kDe5m,44,10292214,0.114,0.563,162596,11,0.0254,10,0.564,0.304,-7.906,0.271,154.355,5,0.55
544,Lauv,Mean It,3GRSqlALWISqLeNncZMbpX,45,9986080,0.0407,0.746,232853,11,0,7,0.45,0.172,-8.543,0.0872,95.998,4,0.336
545,Lizzo,Good as Hell (feat. Ariana Grande) - Remix,07Oz5StQ7GRoygNLaXs2pd,46,9834549,0.298,0.668,159011,11,0,5,0.892,0.735,-3.001,0.0645,95.927,4,0.478
546,Lil Tecca,Ransom,1lOe9qE0vR9zwWQAOk6CoO,47,9793231,0.0204,0.745,131240,11,0,7,0.642,0.0658,-6.257,0.287,179.974,4,0.226
547,Ant Saunders,Yellow Hearts,2W4yABdLc4Jnds67Poi5Nl,48,9630162,0.177,0.866,223258,11,0,7,0.438,0.0743,-8.943,0.0719,129.039,4,0.695
548,Nicky Jam,Whine Up,2pWOMNQJW3g2zmGjP0Vkb0,49,9603576,0.0549,0.817,215460,11,0,9,0.665,0.103,-6.224,0.0758,104.957,4,0.662
549,PARTYNEXTDOOR,LOYAL (feat. Drake),5bvnqVuq7UFl0txSlHpsfS,50,9344195,0.517,0.866,197973,11,0.00159,0,0.53,0.0946,-6.347,0.0495,104.952,4,0.203
550,Tones And I,Dance Monkey,1rgnBhdG2JDFTbYkYRZAku,1,47797217,0.688,0.825,209755,12,0.000161,6,0.593,0.17,-6.401,0.0988,98.078,4,0.54
551,Mariah Carey,All I Want for Christmas Is You,0bYg9bo50gSsH3LtXe2SQn,2,45828931,0.164,0.335,241107,12,0,7,0.625,0.0708,-7.462,0.0386,150.277,4,0.346
552,Wham!,Last Christmas,2FRnf9qhLbvw8fu4IBXx78,3,37725693,0.189,0.735,262960,12,2.48E-06,2,0.478,0.355,-12.472,0.0293,107.682,4,0.947
553,Arizona Zervas,ROXANNE,696DnlkuDOXcMAnKlTgXXK,4,32309199,0.0522,0.621,163636,12,0,6,0.601,0.46,-5.616,0.148,116.735,5,0.457
554,Ariana Grande,Santa Tell Me,0lizgQ7Qw35od7CYaoMBZb,5,27506141,0.0489,0.525,204093,12,0,7,0.621,0.294,-7.364,0.116,191.9,4,0.591
555,KAROL G,Tusa,7k4t7uLgtOxPwTpFmtJNTY,6,26024449,0.295,0.803,200960,12,0.000134,2,0.715,0.0574,-3.28,0.298,101.085,4,0.574
556,Michael Buble,It's Beginning to Look a Lot like Christmas,0lLdorYw7lVrJydTINhWdI,7,25997383,0.908,0.339,206640,12,7.47E-06,4,0.214,0.341,-11.714,0.0375,94.775,3,0.363
557,Trevor Daniel,Falling,4TnjEaWOeW0eKTKIEvJyCa,8,25122335,0.123,0.784,159382,12,0,10,0.43,0.0887,-8.756,0.0364,127.087,4,0.236
558,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,9,25107372,0.837,0.764,189486,12,0,11,0.32,0.0822,-7.209,0.0546,91.019,4,0.575
559,Bobby Helms,Jingle Bell Rock,3hBXvHLlTHvnbwrPbeoyAj,10,24951120,0.643,0.754,130973,12,0,2,0.424,0.0652,-8.463,0.0363,119.705,4,0.806
560,Brenda Lee,Rockin' Around The Christmas Tree,2EjXfH91m7f8HiJN1yQg97,11,24401078,0.614,0.589,126267,12,0,8,0.472,0.505,-8.749,0.0502,67.196,4,0.898
561,Post Malone,Circles,21jGcNKet2qwijlDFuPiPb,12,24335324,0.192,0.695,215280,12,0.00244,0,0.762,0.0863,-3.497,0.0395,120.042,4,0.553
562,Dua Lipa,Don't Start Now,6WrI0LAC5M1Rw2MnX2ZvEg,13,23474622,0.0125,0.794,183290,12,0,11,0.793,0.0952,-4.521,0.0842,123.941,4,0.677
563,Andy Williams,It's the Most Wonderful Time of the Year,1IcR6RlgvDczfvoWJSSY2A,14,23412959,0.871,0.234,151000,12,2.34E-06,2,0.526,0.122,-11.656,0.0411,201.739,3,0.649
564,The Weeknd,Blinding Lights,0sf12qNH5qcw8qpgymFOqD,15,21948697,0.00147,0.513,201573,12,0.000209,1,0.796,0.0938,-4.075,0.0629,171.017,4,0.345
565,Billie Eilish,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,16,21586527,0.902,0.704,245426,12,0.657,6,0.225,0.106,-14.454,0.0994,120.006,4,0.243
566,John Lennon,Happy Xmas (War Is Over) - Remastered,3zJw3rugfpVrmBeDDnUYzy,17,21367029,0.319,0.328,213880,12,0,2,0.607,0.765,-11.076,0.0315,146.539,3,0.395
568,Justin Bieber,Mistletoe,7xapw9Oy21WpfEcib2ErSA,19,20802468,0.498,0.658,182947,12,0,6,0.56,0.0794,-9.049,0.0467,161.994,4,0.854
569,Black Eyed Peas,RITMO (Bad Boys For Life),6cy3ki60hLwimwIje7tALf,20,20797049,0.0334,0.721,221714,12,0.00084,10,0.716,0.237,-7.037,0.0657,104.994,4,0.667
570,Jose Feliciano,Feliz Navidad,7taXf5odg9xCAZERYfyOkS,21,20300178,0.534,0.485,182360,12,0,2,0.857,0.347,-7.059,0.0442,148.749,4,0.963
571,Band Aid,Do They Know It's Christmas? - 1984 Version,0247StOpd3AkeBQzANX4Zf,22,20283495,0.164,0.599,222533,12,3.33E-05,0,0.642,0.0992,-6.936,0.0363,115.412,4,0.349
572,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),4kKdvXD0ez7jp1296JmAts,23,19911738,0.903,0.653,155453,12,0,2,0.259,0.362,-13.336,0.0595,142.157,4,0.835
573,Michael Buble,Holly Jolly Christmas,6tjituizSxwSmBB5vtgHZE,24,19721103,0.865,0.647,119787,12,0,7,0.465,0.0882,-8.308,0.0428,151.251,4,0.699
574,Lewis Capaldi,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,25,19547865,0.751,0.501,182161,12,0,1,0.405,0.105,-5.679,0.0319,109.891,4,0.446
575,Harry Styles,Adore You,3jjujdWJ72nww5eGnfs2E7,26,18760844,0.0237,0.676,207133,12,7.00E-06,8,0.771,0.102,-3.675,0.0483,99.048,4,0.569
576,Chris Rea,Driving Home for Christmas - 2019 Remaster,27qAMKrDdKEs8HDXcvR24R,27,18087297,0.355,0.513,241627,12,1.96E-05,9,0.583,0.18,-10.863,0.038,180.184,4,0.866
577,Kelly Clarkson,Underneath the Tree,3nAp4IvdMPPWEH9uuXFFV5,28,17499772,0.0013,0.509,229640,12,1.99E-05,8,0.812,0.214,-5.438,0.0537,159.876,4,0.689
578,Paul McCartney,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,7Lbxvt42JsNSKVCaN63qhD,29,17481418,0.322,0.774,227653,12,0,11,0.511,0.0672,-8.914,0.0319,94.736,4,0.771
579,Billie Eilish,bad guy,2Fxmhks0bxGSBdJ92vM42m,30,17361194,0.328,0.701,194088,12,0.13,7,0.425,0.1,-10.965,0.375,135.128,4,0.562
580,Nat King Cole,The Christmas Song (Merry Christmas To You),4PS1e8f2LvuTFgUs1Cn3ON,31,16246584,0.92,0.319,192160,12,8.06E-05,1,0.21,0.138,-15.231,0.0341,78.696,4,0.209
581,Bad Bunny,Vete,5DxXgozhkPLgrbKFY91w0c,32,15790535,0.0363,0.886,192024,12,8.78E-06,1,0.672,0.101,-4.394,0.188,91.976,4,0.526
582,Bing Crosby,White Christmas,4so0Wek9Ig1p6CRCHuINwW,33,15643273,0.673,0.317,177480,12,0.353,9,0.158,0.338,-16.485,0.0381,130.503,3,0.247
583,Travis Scott,HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW,34,15504648,0.0546,0.598,175721,12,5.83E-06,7,0.427,0.21,-8.764,0.0317,76.469,4,0.0605
584,Roddy Ricch,The Box,0nbXyq5TXYPCO7pr3N8S4I,35,15387992,0.104,0.896,196653,12,0,10,0.586,0.79,-6.687,0.0559,116.971,4,0.642
585,Harry Styles,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,36,15195825,0.122,0.548,174000,12,0,0,0.816,0.335,-4.209,0.0465,95.39,4,0.557
586,Selena Gomez,Lose You To Love Me,1HfMVBKM75vxSfsQ5VefZ5,37,15112221,0.576,0.505,206459,12,0,4,0.34,0.21,-9.005,0.0438,101.993,4,0.0916
587,blackbear,hot girl bummer,7aiClxsDWFRQ0Kzk5KI5ku,38,14825318,0.128,0.778,185093,12,0,6,0.559,0.399,-7.109,0.0776,129.989,1,0.678
588,Juice WRLD,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,39,14717691,0.349,0.511,239836,12,0,6,0.566,0.34,-7.23,0.2,83.903,4,0.218
589,Shakin' Stevens,Merry Christmas Everyone,4rRIovg4TvxLUiUrpGI6lE,40,14691427,0.129,0.534,220160,12,0,9,0.905,0.128,-3.315,0.0369,202.899,4,0.961
590,Camila Cabello,My Oh My (feat. DaBaby),3yOlyBJuViE2YSGn3nVE1K,41,14608943,0.018,0.724,170746,12,1.29E-05,8,0.491,0.0887,-6.024,0.0296,105.046,4,0.383
591,Regard,Ride It,2tnVG71enUj33Ic2nFN6kZ,42,14068922,0.177,0.88,157606,12,6.43E-05,7,0.751,0.106,-4.258,0.0874,117.948,4,0.884
592,Burl Ives,A Holly Jolly Christmas - Single Version,65Q2mv3UlVi9eO70OpsmSe,43,13793327,0.579,0.683,135533,12,0,0,0.375,0.076,-13.056,0.0303,140.467,4,0.888
593,The Ronettes,Sleigh Ride,1ODZGydlown4VesUP8HLJX,44,13775457,0.457,0.527,180833,12,2.36E-06,2,0.768,0.304,-7.557,0.0304,91.75,4,0.799
594,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,2uFaJJtFpPDc5Pa95XzTvg,45,13453624,0.912,0.451,117147,12,2.45E-06,1,0.24,0.175,-14.014,0.0351,134.009,4,0.701
595,Lil Uzi Vert,Futsal Shuffle 2020,2Ec33AVlkTTq8BHFgBTdQs,46,13422220,0.0327,0.881,198913,12,0,7,0.457,0.231,-8.191,0.156,136.97,4,0.296
596,The Weeknd,Heartless,57vxBYXtHMk6H1aD29V7PU,47,13287186,0.00632,0.531,200080,12,7.60E-05,10,0.75,0.117,-5.831,0.111,169.954,4,0.198
597,Sam Smith,Have Yourself A Merry Little Christmas,1Qi2wh8fFgDV7tl4Sj3f2K,48,13271698,0.957,0.438,170964,12,0,5,0.178,0.316,-9.402,0.0414,75.248,1,0.344
598,Anuel AA,China,2ksOAxtIxY8yElEWw8RhgK,49,12902216,0.0846,0.786,301714,12,0.000289,7,0.808,0.0822,-3.702,0.0882,105.027,4,0.609
599,Darlene Love,Christmas (Baby Please Come Home),0jiPKUSdsJNCxMPHjMqptk,50,12881481,0.275,0.34,164959,12,0.000459,8,0.805,0.0988,-6.3,0.053,126.865,4,0.341
