,artist_name,track_name,track_id,popularity,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
21,Lizzo,Truth Hurts,5qmq61DAAOUaW8AUo8xKhh,22,14986842,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,173325,4
22,Jhay Cortez,No Me Conoce - Remix,4R8BJggjosTswLxtkw8V7P,23,14668464,0.806,0.786,10,-3.831,0,0.0741,0.145,0.0,0.0935,0.58,91.973,309120,4
23,Sech,Otro Trago - Remix,4bTZeO72FwMa6wKOiqoynL,24,14634239,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773,4
24,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,25,14435499,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,4
25,Taylor Swift,Paper Rings,4y5bvROuBDPr5fuwXbIBZR,26,14308256,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,222400,4
26,Drake,Money In The Grave (Drake ft. Rick Ross),5ry2OE6R2zPQFDO85XkgRb,27,14157195,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427,4
27,Chris Brown,No Guidance (feat. Drake),6XHVuErjQ4XNm6nDPVCxVX,28,13882954,0.698,0.454,1,-6.756,0,0.151,0.123,0.0,0.155,0.137,92.932,260640,4
28,ROSALÍA,"Yo x Ti, Tu x Mi",7BlBVFwvbWvcwNcUarQmjk,29,13849632,0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952,201040,4
29,Taylor Swift,Miss Americana & The Heartbreak Prince,214nt20w5wOxJnY462klLw,30,13680788,0.662,0.747,11,-6.926,0,0.0736,0.028,0.00615,0.138,0.487,150.088,234147,4
30,Taylor Swift,I Think He Knows,2YWtcWi3a83pdEg3Gif4Pd,31,13448582,0.897,0.366,0,-8.029,1,0.0569,0.00889,0.000353,0.0715,0.416,100.003,173387,4
31,MEDUZA,Piece Of Your Heart,1DFD5Fotzgn6yYXkYsKiGs,32,13383077,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,4
32,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),2Rk4JlNc2TPmZe2af99d45,33,13179016,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,193000,4
33,Lunay,Soltera (Remix),2qMnZF5Ja2WvmfbblByQza,34,13058728,0.795,0.755,5,-4.788,1,0.0454,0.327,0.0,0.464,0.816,92.02,266192,4
34,Taylor Swift,Cornelia Street,12M5uqx0ZuwkpLp5rJim1a,35,12625774,0.824,0.624,0,-9.728,1,0.0827,0.781,0.000189,0.1,0.248,102.012,287267,4
35,Taylor Swift,The Archer,3pHkh7d0lzM2AldUtz2x37,36,12605882,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,211240,4
36,Taylor Swift,London Boy,1LLXZFeAHK9R4xUramtUKw,37,12433654,0.695,0.71,1,-6.639,1,0.05,0.0246,0.000104,0.133,0.557,157.925,190240,4
37,The Chainsmokers,Takeaway (feat. Lennon Stella),6wo37KVqFJhtuxPTpLCcfe,38,11800743,0.294,0.505,3,-8.106,1,0.042,0.12,0.0,0.0977,0.357,85.332,209893,1
38,Lil Nas X,Panini,6fTt0CH2t0mdeB2N9XFG5r,39,11724243,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,114893,4
39,Ali Gatie,It's You,6moU77g9RQyMzHNuKEaQKq,40,11624948,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,212607,4
40,Lauv,"fuck, i'm lonely",322tcqPhma7F6hfCeLisx0,41,11482215,0.806,0.558,9,-6.46,1,0.0683,0.482,0.0,0.0618,0.678,95.016,198973,4
41,Taylor Swift,Death By A Thousand Cuts,2dgFqt3w9xIQRjhPtwNk3D,42,11318503,0.712,0.732,4,-6.754,1,0.0629,0.454,0.0,0.319,0.313,94.071,198533,4
42,Camilo,Tutu,1nocRtwyNPVtGcIJqfgdzZ,43,11208082,0.731,0.832,9,-2.592,1,0.0503,0.273,0.0,0.0665,0.94,146.013,178613,4
43,Kygo,Higher Love,6oJ6le65B3SEqPwMRNXWjY,44,11169148,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267,4
44,J Balvin,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,45,11162214,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,222347,4
45,Young Thug,The London (feat. J. Cole & Travis Scott),3s4mrPrEFFPF0LmAfutW0n,46,10958927,0.784,0.517,4,-8.981,0,0.209,0.0249,1.44e-06,0.155,0.206,97.991,200187,4
46,Maluma,23:00:00,7KbF6AdprOXEEHlsq11Z6d,47,10612567,0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,0.68,95.692,175733,4
47,Miley Cyrus,Slide Away,44ADyYoY5liaRa3EOAl4uf,48,10556260,0.53,0.538,5,-6.672,1,0.0335,0.17,2.83e-06,0.248,0.288,148.051,233654,4
48,Ariana Grande,7 rings,6ocbgoVGwYJhOv1GgI9NsF,49,10006817,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,178627,4
49,Taylor Swift,Afterglow,1SymEzIT3H8UZfibCs3TYi,50,9957578,0.756,0.449,9,-8.746,1,0.0344,0.13,0.0,0.114,0.399,111.011,223293,4
