,artist_name,track_name,track_id,popularity,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
13,Ed Sheeran,I Don't Care (with Justin Bieber),0hVXuCcriWRGvwMV1r5Yn9,14,17880707,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,4
14,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,15,17187889,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,157560,4
15,DJ Snake,Loco Contigo (feat. J. Balvin & Tyga),6osaMSJh9NguagEDQcZaKx,16,16438133,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,185195,4
16,Lil Nas X,Panini,1000nHvUdawXuUHgBod4Wv,17,16004348,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,114893,4
17,Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),7CZyCXKG6d5ALeq41sLzbw,18,15849990,0.499,0.8,1,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,139.919,229573,4
18,Lil Nas X,Old Town Road - Remix,2YpeDb67231RjR0MgVLzsG,19,14905189,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067,4
19,Bad Bunny,Callaita,2TH65lNHgvLxCKXM3apjxI,20,14875264,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4
20,Lizzo,Truth Hurts,5qmq61DAAOUaW8AUo8xKhh,21,14232128,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,173325,4
21,ROSALÍA,"Yo x Ti, Tu x Mi",7BlBVFwvbWvcwNcUarQmjk,22,13917399,0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952,201040,4
22,J Balvin,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,23,13876072,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573,4
23,Camila Cabello,Liar,7LzouaWGFCy4tkXDOOnEyM,24,13779950,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,4
24,Post Malone,Enemies (feat. DaBaby),0Xek5rqai2jcOWCYWJfVCF,25,13668509,0.542,0.674,6,-4.169,1,0.21,0.0588,0.0,0.0955,0.667,76.388,196760,4
25,Post Malone,Hollywood's Bleeding,7sWRlDoTDX8geTR8zzr2vt,26,13629116,0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,156267,4
26,Camilo,Tutu,1nocRtwyNPVtGcIJqfgdzZ,27,13519134,0.731,0.832,9,-2.592,1,0.0503,0.273,0.0,0.0665,0.94,146.013,178613,4
27,Jhay Cortez,No Me Conoce - Remix,4R8BJggjosTswLxtkw8V7P,28,13380768,0.806,0.786,10,-3.831,0,0.0741,0.145,0.0,0.0935,0.58,91.973,309120,4
28,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,29,13311859,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,4
29,Ariana Grande,boyfriend (with Social House),0Ryd8975WihbObpp5cPW1t,30,13085395,0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,186107,4
30,Tainy,Adicto (with Anuel AA & Ozuna),3jbT1Y5MoPwEIpZndDDwVq,31,12995071,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,4
31,Chris Brown,No Guidance (feat. Drake),6XHVuErjQ4XNm6nDPVCxVX,32,12857360,0.698,0.454,1,-6.756,0,0.151,0.123,0.0,0.155,0.137,92.932,260640,4
32,blackbear,hot girl bummer,7aiClxsDWFRQ0Kzk5KI5ku,33,11876488,0.778,0.559,6,-7.109,0,0.0776,0.128,0.0,0.399,0.678,129.989,185093,1
33,Drake,Money In The Grave (Drake ft. Rick Ross),5ry2OE6R2zPQFDO85XkgRb,34,11759380,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427,4
34,Capital Bra,110,5sdQ7VUx6GOfsRoSxnK1YG,35,11726688,0.48,0.749,1,-5.057,0,0.432,0.533,0.0,0.0997,0.419,179.056,194534,4
35,MEDUZA,Piece Of Your Heart,1DFD5Fotzgn6yYXkYsKiGs,36,11404275,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,4
36,Ali Gatie,It's You,6moU77g9RQyMzHNuKEaQKq,37,11214764,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,212607,4
37,Taylor Swift,Lover,1dGr1c8CrMLDpV6mPbImSI,38,11169796,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307,4
38,Sech,Otro Trago - Remix,4bTZeO72FwMa6wKOiqoynL,39,11033160,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773,4
39,Lunay,Soltera - Remix,1c0hsvHLELX6y8qymnpLKL,40,10847275,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.8,92.016,266087,4
40,Kygo,Higher Love,6oJ6le65B3SEqPwMRNXWjY,41,10751696,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267,4
41,Lauv,"fuck, i'm lonely",322tcqPhma7F6hfCeLisx0,42,10727917,0.806,0.558,9,-6.46,1,0.0683,0.482,0.0,0.0618,0.678,95.016,198973,4
42,Halsey,Graveyard,6V9fHiv84WlVTg7CSnIVY2,43,10660231,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4
43,The Chainsmokers,Takeaway (feat. Lennon Stella),6wo37KVqFJhtuxPTpLCcfe,44,10408295,0.294,0.505,3,-8.106,1,0.042,0.12,0.0,0.0977,0.357,85.332,209893,1
44,Post Malone,Die For Me (feat. Future & Halsey),2C6WXnmZ66tHhHlnvwePiK,45,10373799,0.614,0.66,0,-2.848,1,0.0441,0.19,0.0,0.211,0.452,145.01,245267,4
45,Young Thug,The London (feat. J. Cole & Travis Scott),3s4mrPrEFFPF0LmAfutW0n,46,10111687,0.784,0.517,4,-8.981,0,0.209,0.0249,1.44e-06,0.155,0.206,97.991,200187,4
46,Post Malone,Wow.,7xQAfvXzm3AkraOtGPWIZg,47,9719609,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,4
47,Lizzo,Good as Hell,3Yh9lZcWyKrK9GjbhuS0hR,48,9642013,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,159736,4
48,J Balvin,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,49,9529351,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,222347,4
49,YNW Melly,223's (feat. 9lokknine),4sjiIpEv617LDXaidKioOI,50,9401281,0.932,0.547,0,-7.787,0,0.333,0.0388,0.0,0.0924,0.695,94.998,176640,4
