,artist_name,track_name,track_id,popularity,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
19,Kodak Black,ZEZE (feat. Travis Scott & Offset),0FZ4Dmg8jJJAPJnvBIzD9z,20,14233536,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760,4
20,Calvin Harris,Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,21,14154951,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184,4
21,A Boogie Wit da Hoodie,Look Back at It,3Ol2xnObFdKV9pmRD2t9x8,22,13829070,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,179449,4
22,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),27rdGxbavYJeBphck5MZAF,23,13286666,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467,4
23,Lil Baby,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,24,13099161,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,145543,4
24,benny blanco,Eastside (with Halsey & Khalid),7FGq80cy8juXBCD2nrqdWU,25,13040261,0.632,0.686,6,-7.665,0,0.243,0.549,0.0,0.2,0.329,89.949,170770,4
25,Billie Eilish,when the party's over,14JzyD6FlBD5z0wV5P07YI,26,12670105,0.498,0.104,1,-14.08,0,0.0621,0.979,7.86e-05,0.0895,0.205,124.001,199931,3
26,Ozuna,Baila Baila Baila,7uH27oIt4a6cIFCA8ZPcyG,27,12579930,0.816,0.754,11,-2.75,0,0.111,0.0361,0.0,0.217,0.533,99.966,158400,4
27,Sheck Wes,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,28,12539927,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4
28,Gesaffelstein,Lost in the Fire,7wFybC8jBH3zE139OpCtpG,29,12492860,0.663,0.675,2,-12.159,1,0.0359,0.0863,0.00133,0.117,0.176,101.004,202093,4
29,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),5JEx7HbmvHQQswJCsoo9rA,30,12481517,0.574,0.758,1,-5.029,0,0.0621,0.0969,0.0,0.395,0.492,144.111,182623,4
30,Dua Lipa,"Swan Song - From the Motion Picture ""Alita: Battle Angel""",5600nq7TiBraBX2jobyJ3l,31,12007264,0.588,0.821,5,-6.54,0,0.216,0.00579,0.000275,0.208,0.509,188.098,182075,4
31,Post Malone,Better Now,7dt6x5M1jzdTEt8oCbisTK,32,11976581,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267,4
32,XXXTENTACION,SAD!,3ee8Jmje8o58CHK66QrVC2,33,11847064,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
33,Lauv,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,34,11833551,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211,162583,4
34,Dean Lewis,Be Alright,3EPXxR3ImUwfayaurPi3cm,35,11574095,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,196373,4
35,Mau y Ricky,Desconocidos,0s5DNDV6LAKn2u2Ufa3VjQ,36,11507908,0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4
36,Queen,Bohemian Rhapsody - 2011 Mix,7tFiyTwD0nx5a1eklYtX2J,37,11390824,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,354320,4
37,The Chainsmokers,Hope,4BiiOzZCrXEzHRLYcYFiD5,38,11347765,0.773,0.699,1,-5.982,0,0.0958,0.488,3.6e-06,0.0814,0.513,104.941,180120,4
38,Maroon 5,Girls Like You (feat. Cardi B),7fa9MBXhVfQ8P8Df9OEbD8,39,11106398,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,235545,4
39,Anuel AA,Ella Quiere Beber - Remix,2cYnZNzFRFK0H7vSNxPsUq,40,10721135,0.751,0.665,8,-3.083,1,0.124,0.265,0.0,0.0515,0.698,95.239,219357,4
40,Juice WRLD,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,41,10659734,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,4
41,Daddy Yankee,Adictiva,6MJUCumnQsQEKbCy28tbCP,42,10596413,0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4
42,Khalid,Better,6zeeWid2sgw4lap2jV61PZ,43,10549558,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4
43,XXXTENTACION,Moonlight,0JP9xo3adEtGSdUEISiszL,44,10299040,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4
44,Flipp Dinero,Leave Me Alone,14mHfNsSHN0FbLftyjrV9g,45,10196801,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,195637,4
45,Gucci Mane,Wake Up in the Sky,2G1tXoGBaEMJ7FKGnkf6ud,46,10191897,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.367,0.367,143.01,203161,4
46,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),2LskIZrCeLxRvCiGP8gxlh,47,10026086,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,198903,4
47,21 Savage,a lot,2t8yVaLvJ0RenpXUIAC52d,48,9991040,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4
48,Dynoro,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,49,9771676,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4
49,Anuel AA,Amanece,1LiN0Z98FkR1t0m8KmLcAH,50,9651080,0.79,0.631,8,-5.549,0,0.0425,0.437,0.0,0.158,0.889,94.039,190005,4
