,artist_name,track_name,track_id,popularity,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
34,Nicky Jam,Te RobarÃ©,6v0lAdFF4haL8xjBIUjtOw,35,11202091,0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4
35,Anuel AA,Secreto,5W83ErFkO3aKAIS1WMi6u0,36,11169639,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4
36,Billie Eilish,lovely,1NJcg626wLln4pGHpiV7mf,37,11138567,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,200186,4
37,Lil Uzi Vert,Sanguine Paradise,3XiNC94b4Tq1xwv70sQJGN,38,10891403,0.729,0.603,6,-6.736,0,0.0666,0.0948,0.0,0.113,0.207,134.972,243976,4
38,Meek Mill,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,39,10807634,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522,4
39,Panic! At The Disco,High Hopes,1rqqCSm0Qe4I9rUvWncaom,40,10803582,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,190947,4
40,Alan Walker,On My Way,4n7jnSxVLd8QioibtTDBDq,41,10693989,0.509,0.689,1,-4.929,0,0.102,0.0209,0.0,0.301,0.297,170.087,193798,4
41,Ava Max,So Am I,0uUNN1nSoUx1A4fkDCWDQ7,42,10443282,0.682,0.656,6,-4.67,1,0.0435,0.0737,0.0,0.353,0.607,130.089,183027,4
42,Paulo Londra,Tal Vez,46lvmzK8wxAy66tjzXXSh0,43,10314821,0.849,0.655,8,-2.899,1,0.106,0.266,0.0,0.0781,0.76,161.966,264483,4
43,ROSALÃA,Con Altura,2qG5sZ7Si6sdK74qLxedYM,44,10277117,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4
44,Lil Dicky,Earth,2S1LebN6AXXQqJolBxlWgO,45,10250950,0.694,0.664,2,-4.649,1,0.05,0.639,0.0,0.0929,0.676,95.941,281500,4
45,YNW Melly,Murder On My Mind,7eBqSVxrzQZtK2mmgRG6lC,46,10156211,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434,4
46,Billie Eilish,you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d,47,9888124,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,180953,4
47,Calvin Harris,Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,48,9510194,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184,4
48,Khalid,Better,6zeeWid2sgw4lap2jV61PZ,49,9455500,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4
49,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,50,9454260,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,4
