artist_name,date,region_name,track_name,track_position,track_url
mahen,2019-12-31,global,pura pura lupa,1,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
tokyo’s revenge,2019-12-31,global,goodmorningtokyo!,2,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp
matthaios,2019-12-31,global,catriona,3,https://open.spotify.com/track/4YMfE4r1JWADFw2Fn74XW2
don toliver,2019-12-31,global,no idea,4,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
trevor daniel,2019-12-31,global,falling,5,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
i̇kiye on kala,2019-12-31,global,bütün istanbul biliyo,6,https://open.spotify.com/track/0V0bWil6rS8w4Xbn6eGwCQ
olivia rodrigo,2019-12-31,global,"all i want - from ""high school musical: the musical: the series""",7,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW
mikey.otx,2019-12-31,global,blueberry faygo,8,https://open.spotify.com/track/7oi4xJxGBvqevHzoGVunNP
roddy ricch,2019-12-31,global,the box,9,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
loveleo,2019-12-31,global,boyfren,10,https://open.spotify.com/track/2YJ7tTicU1vUmUjYNJROrv
mawar de jongh,2019-12-31,global,lebih dari egoku,11,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
karol g,2019-12-31,global,tusa,12,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
fiersa besari,2019-12-31,global,"pelukku untuk pelikmu - ost imperfect: karier, cinta, & timbangan",13,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
tokyo’s revenge,2019-12-31,global,thot!,14,https://open.spotify.com/track/2St8HeG23Nzp4NYaWTNtuM
the weeknd,2019-12-31,global,blinding lights,15,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
arizona zervas,2019-12-31,global,roxanne,16,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
henrique & juliano,2019-12-31,global,liberdade provisória,17,https://open.spotify.com/track/1vG3YuKRYqPwTmNmYgqkpg
mc ingryd,2019-12-31,global,vem me satisfazer,18,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
harry styles,2019-12-31,global,adore you,19,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
saint jhn,2019-12-31,global,roses - imanbek remix,20,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
tones and i,2019-12-31,global,dance monkey,21,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
gradur,2019-12-31,global,ne reviens pas,22,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
pedro sampaio,2019-12-31,global,sentadão,23,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
ynw melly,2019-12-31,global,suicidal,24,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
los solteroski,2019-12-31,global,solteroski,25,https://open.spotify.com/track/6JqfAWXo2rPNSWy9SDm9i3
doja cat,2019-12-31,global,say so,26,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
camila cabello,2019-12-31,global,my oh my (feat. dababy),27,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
mc poze do rodo,2019-12-31,global,to voando alto,28,https://open.spotify.com/track/7HLU2aJTAQfSIgJ2dMASsP
khruangbin,2019-12-31,global,texas sun,29,https://open.spotify.com/track/3k5oLgungD1dSOGLqQdIQw
hindia,2019-12-31,global,secukupnya,30,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
conan gray,2019-12-31,global,maniac,31,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
tyga,2019-12-31,global,ayy macarena,32,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
jp saxe,2019-12-31,global,if the world was ending - feat. julia michaels,33,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
thiaguinho mt,2019-12-31,global,tudo ok,34,https://open.spotify.com/track/4HUZBG98TYbxSR9V1V2DWS
matthaios,2019-12-31,global,i want you back,35,https://open.spotify.com/track/5jLUKFlEJzOf6b6PCaohFI
rozz kalliope,2019-12-31,global,benjamins 3,36,https://open.spotify.com/track/3F1vlhA0ISnqXJMOXUZP7V
magnus haven,2019-12-31,global,imahe,37,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5
dua lipa,2019-12-31,global,don't start now,38,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
pamungkas,2019-12-31,global,kenangan manis,39,https://open.spotify.com/track/1tS1dRfxIV9FzqdYTbJgMn
black eyed peas,2019-12-31,global,ritmo (bad boys for life),40,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
mc lele jp,2019-12-31,global,sou vitorioso,41,https://open.spotify.com/track/37hCsK2djczyRGWMjqzbxD
dalex,2019-12-31,global,hola - remix,42,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
kunto aji,2019-12-31,global,pilu membiru,43,https://open.spotify.com/track/48FTlRoE6Dft6EXIpQgPZb
bad bunny,2019-12-31,global,vete,44,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
harry styles,2019-12-31,global,watermelon sugar,45,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
billie eilish,2019-12-31,global,everything i wanted,46,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
maroon 5,2019-12-31,global,memories,47,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
gustavo mioto,2019-12-31,global,com ou sem mim (ao vivo em fortaleza),48,https://open.spotify.com/track/2BU6XXSG8SqiptRuj6EiLA
flo milli,2019-12-31,global,in the party,49,https://open.spotify.com/track/2JF8KwK1hH7MWxKcFdTlcg
ant saunders,2019-12-31,global,yellow hearts,50,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
tokyo’s revenge,2019-12-30,global,goodmorningtokyo!,1,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp
matthaios,2019-12-30,global,catriona,2,https://open.spotify.com/track/4YMfE4r1JWADFw2Fn74XW2
i̇kiye on kala,2019-12-30,global,bütün istanbul biliyo,3,https://open.spotify.com/track/0V0bWil6rS8w4Xbn6eGwCQ
don toliver,2019-12-30,global,no idea,4,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
trevor daniel,2019-12-30,global,falling,5,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
roddy ricch,2019-12-30,global,the box,6,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
loveleo,2019-12-30,global,boyfren,7,https://open.spotify.com/track/2YJ7tTicU1vUmUjYNJROrv
olivia rodrigo,2019-12-30,global,"all i want - from ""high school musical: the musical: the series""",8,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW
mawar de jongh,2019-12-30,global,lebih dari egoku,9,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
fiersa besari,2019-12-30,global,"pelukku untuk pelikmu - ost imperfect: karier, cinta, & timbangan",10,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
karol g,2019-12-30,global,tusa,11,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
tokyo’s revenge,2019-12-30,global,thot!,12,https://open.spotify.com/track/2St8HeG23Nzp4NYaWTNtuM
the weeknd,2019-12-30,global,blinding lights,13,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
henrique & juliano,2019-12-30,global,liberdade provisória,14,https://open.spotify.com/track/1vG3YuKRYqPwTmNmYgqkpg
arizona zervas,2019-12-30,global,roxanne,15,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
harry styles,2019-12-30,global,adore you,16,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
mikey.otx,2019-12-30,global,blueberry faygo,17,https://open.spotify.com/track/7oi4xJxGBvqevHzoGVunNP
mc ingryd,2019-12-30,global,vem me satisfazer,18,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
saint jhn,2019-12-30,global,roses - imanbek remix,19,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
gradur,2019-12-30,global,ne reviens pas,20,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
tones and i,2019-12-30,global,dance monkey,21,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
pedro sampaio,2019-12-30,global,sentadão,22,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
ynw melly,2019-12-30,global,suicidal,23,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
doja cat,2019-12-30,global,say so,24,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
los solteroski,2019-12-30,global,solteroski,25,https://open.spotify.com/track/6JqfAWXo2rPNSWy9SDm9i3
the pogues,2019-12-30,global,fairytale of new york (feat. kirsty maccoll),26,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
camila cabello,2019-12-30,global,my oh my (feat. dababy),27,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
khruangbin,2019-12-30,global,texas sun,28,https://open.spotify.com/track/3k5oLgungD1dSOGLqQdIQw
mc poze do rodo,2019-12-30,global,to voando alto,29,https://open.spotify.com/track/7HLU2aJTAQfSIgJ2dMASsP
rozz kalliope,2019-12-30,global,benjamins 3,30,https://open.spotify.com/track/3F1vlhA0ISnqXJMOXUZP7V
matthaios,2019-12-30,global,i want you back,31,https://open.spotify.com/track/5jLUKFlEJzOf6b6PCaohFI
magnus haven,2019-12-30,global,imahe,32,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5
hindia,2019-12-30,global,secukupnya,33,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
thiaguinho mt,2019-12-30,global,tudo ok,34,https://open.spotify.com/track/4HUZBG98TYbxSR9V1V2DWS
conan gray,2019-12-30,global,maniac,35,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
jp saxe,2019-12-30,global,if the world was ending - feat. julia michaels,36,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
kunto aji,2019-12-30,global,pilu membiru,37,https://open.spotify.com/track/48FTlRoE6Dft6EXIpQgPZb
tyga,2019-12-30,global,ayy macarena,38,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
pamungkas,2019-12-30,global,kenangan manis,39,https://open.spotify.com/track/1tS1dRfxIV9FzqdYTbJgMn
dua lipa,2019-12-30,global,don't start now,40,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
mc lele jp,2019-12-30,global,sou vitorioso,41,https://open.spotify.com/track/37hCsK2djczyRGWMjqzbxD
dalex,2019-12-30,global,hola - remix,42,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
black eyed peas,2019-12-30,global,ritmo (bad boys for life),43,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
bad bunny,2019-12-30,global,vete,44,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
harry styles,2019-12-30,global,watermelon sugar,45,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
billie eilish,2019-12-30,global,everything i wanted,46,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
gustavo mioto,2019-12-30,global,com ou sem mim (ao vivo em fortaleza),47,https://open.spotify.com/track/2BU6XXSG8SqiptRuj6EiLA
maroon 5,2019-12-30,global,memories,48,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
dj pernambuco,2019-12-30,global,vem me satisfazer - remix brega funk,49,https://open.spotify.com/track/44vL4gXYJk3ypGKQ0qowRM
ant saunders,2019-12-30,global,yellow hearts,50,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
tokyo’s revenge,2019-12-29,global,goodmorningtokyo!,1,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp
loveleo,2019-12-29,global,boyfren,2,https://open.spotify.com/track/2YJ7tTicU1vUmUjYNJROrv
mawar de jongh,2019-12-29,global,lebih dari egoku,3,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
trevor daniel,2019-12-29,global,falling,4,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
matthaios,2019-12-29,global,catriona,5,https://open.spotify.com/track/4YMfE4r1JWADFw2Fn74XW2
i̇kiye on kala,2019-12-29,global,bütün istanbul biliyo,6,https://open.spotify.com/track/0V0bWil6rS8w4Xbn6eGwCQ
don toliver,2019-12-29,global,no idea,7,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
olivia rodrigo,2019-12-29,global,"all i want - from ""high school musical: the musical: the series""",8,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW
fiersa besari,2019-12-29,global,"pelukku untuk pelikmu - ost imperfect: karier, cinta, & timbangan",9,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
karol g,2019-12-29,global,tusa,10,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
tokyo’s revenge,2019-12-29,global,thot!,11,https://open.spotify.com/track/2St8HeG23Nzp4NYaWTNtuM
mc ingryd,2019-12-29,global,vem me satisfazer,12,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
arizona zervas,2019-12-29,global,roxanne,13,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
the weeknd,2019-12-29,global,blinding lights,14,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
the pogues,2019-12-29,global,fairytale of new york (feat. kirsty maccoll),15,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
los solteroski,2019-12-29,global,solteroski,16,https://open.spotify.com/track/6JqfAWXo2rPNSWy9SDm9i3
saint jhn,2019-12-29,global,roses - imanbek remix,17,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
gradur,2019-12-29,global,ne reviens pas,18,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
mc poze do rodo,2019-12-29,global,to voando alto,19,https://open.spotify.com/track/7HLU2aJTAQfSIgJ2dMASsP
tones and i,2019-12-29,global,dance monkey,20,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
grant landis,2019-12-29,global,home for the holidays,21,https://open.spotify.com/track/6rFCBcqzFDK5l9QQ3g79iA
doja cat,2019-12-29,global,say so,22,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
pedro sampaio,2019-12-29,global,sentadão,23,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
ynw melly,2019-12-29,global,suicidal,24,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
rozz kalliope,2019-12-29,global,benjamins 3,25,https://open.spotify.com/track/3F1vlhA0ISnqXJMOXUZP7V
matthaios,2019-12-29,global,i want you back,26,https://open.spotify.com/track/5jLUKFlEJzOf6b6PCaohFI
conan gray,2019-12-29,global,maniac,27,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
tyga,2019-12-29,global,ayy macarena,28,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
kunto aji,2019-12-29,global,pilu membiru,29,https://open.spotify.com/track/48FTlRoE6Dft6EXIpQgPZb
hindia,2019-12-29,global,secukupnya,30,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
magnus haven,2019-12-29,global,imahe,31,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5
bad bunny,2019-12-29,global,vete,32,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
jp saxe,2019-12-29,global,if the world was ending - feat. julia michaels,33,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
harry styles,2019-12-29,global,watermelon sugar,34,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
thiaguinho mt,2019-12-29,global,tudo ok,35,https://open.spotify.com/track/4HUZBG98TYbxSR9V1V2DWS
dalex,2019-12-29,global,hola - remix,36,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
sagopa kajmer,2019-12-29,global,toz taneleri,37,https://open.spotify.com/track/36ulbeGLdspdIYSFKXIlmN
andmesh,2019-12-29,global,kumau dia,38,https://open.spotify.com/track/4msighkG4nKOw60aoN7lV7
dua lipa,2019-12-29,global,don't start now,39,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
pamungkas,2019-12-29,global,kenangan manis,40,https://open.spotify.com/track/1tS1dRfxIV9FzqdYTbJgMn
cosmo sheldrake,2019-12-29,global,birthday suit,41,https://open.spotify.com/track/5feuWfAXA4rEKH9pXCjOV2
lonr.,2019-12-29,global,a.m.,42,https://open.spotify.com/track/1GGxh8QYLRZaQ07d6AHA8E
mc lele jp,2019-12-29,global,sou vitorioso,43,https://open.spotify.com/track/37hCsK2djczyRGWMjqzbxD
idina menzel,2019-12-29,global,into the unknown,44,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W
black eyed peas,2019-12-29,global,ritmo (bad boys for life),45,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
billie eilish,2019-12-29,global,everything i wanted,46,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
ant saunders,2019-12-29,global,yellow hearts,47,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
mamamoo,2019-12-29,global,hip,48,https://open.spotify.com/track/24nK8tW7Pt3Inh2utttuoG
exo,2019-12-29,global,obsession,49,https://open.spotify.com/track/7fK0csBoqbcgUuWGV0cpoD
dj pernambuco,2019-12-29,global,vem me satisfazer - remix brega funk,50,https://open.spotify.com/track/44vL4gXYJk3ypGKQ0qowRM
tokyo’s revenge,2019-12-28,global,goodmorningtokyo!,1,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp
loveleo,2019-12-28,global,boyfren,2,https://open.spotify.com/track/2YJ7tTicU1vUmUjYNJROrv
mawar de jongh,2019-12-28,global,lebih dari egoku,3,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
trevor daniel,2019-12-28,global,falling,4,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
matthaios,2019-12-28,global,catriona,5,https://open.spotify.com/track/4YMfE4r1JWADFw2Fn74XW2
i̇kiye on kala,2019-12-28,global,bütün istanbul biliyo,6,https://open.spotify.com/track/0V0bWil6rS8w4Xbn6eGwCQ
don toliver,2019-12-28,global,no idea,7,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
olivia rodrigo,2019-12-28,global,"all i want - from ""high school musical: the musical: the series""",8,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW
fiersa besari,2019-12-28,global,"pelukku untuk pelikmu - ost imperfect: karier, cinta, & timbangan",9,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
karol g,2019-12-28,global,tusa,10,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
mc ingryd,2019-12-28,global,vem me satisfazer,11,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
tokyo’s revenge,2019-12-28,global,thot!,12,https://open.spotify.com/track/2St8HeG23Nzp4NYaWTNtuM
the pogues,2019-12-28,global,fairytale of new york (feat. kirsty maccoll),13,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
arizona zervas,2019-12-28,global,roxanne,14,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
the weeknd,2019-12-28,global,blinding lights,15,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
los solteroski,2019-12-28,global,solteroski,16,https://open.spotify.com/track/6JqfAWXo2rPNSWy9SDm9i3
saint jhn,2019-12-28,global,roses - imanbek remix,17,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
gradur,2019-12-28,global,ne reviens pas,18,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
mc poze do rodo,2019-12-28,global,to voando alto,19,https://open.spotify.com/track/7HLU2aJTAQfSIgJ2dMASsP
grant landis,2019-12-28,global,home for the holidays,20,https://open.spotify.com/track/6rFCBcqzFDK5l9QQ3g79iA
tones and i,2019-12-28,global,dance monkey,21,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
rozz kalliope,2019-12-28,global,benjamins 3,22,https://open.spotify.com/track/3F1vlhA0ISnqXJMOXUZP7V
doja cat,2019-12-28,global,say so,23,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
ynw melly,2019-12-28,global,suicidal,24,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
pedro sampaio,2019-12-28,global,sentadão,25,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
matthaios,2019-12-28,global,i want you back,26,https://open.spotify.com/track/5jLUKFlEJzOf6b6PCaohFI
conan gray,2019-12-28,global,maniac,27,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
tyga,2019-12-28,global,ayy macarena,28,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
kunto aji,2019-12-28,global,pilu membiru,29,https://open.spotify.com/track/48FTlRoE6Dft6EXIpQgPZb
magnus haven,2019-12-28,global,imahe,30,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5
bad bunny,2019-12-28,global,vete,31,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
harry styles,2019-12-28,global,watermelon sugar,32,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
jp saxe,2019-12-28,global,if the world was ending - feat. julia michaels,33,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
hindia,2019-12-28,global,secukupnya,34,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
sagopa kajmer,2019-12-28,global,toz taneleri,35,https://open.spotify.com/track/36ulbeGLdspdIYSFKXIlmN
andmesh,2019-12-28,global,kumau dia,36,https://open.spotify.com/track/4msighkG4nKOw60aoN7lV7
thiaguinho mt,2019-12-28,global,tudo ok,37,https://open.spotify.com/track/4HUZBG98TYbxSR9V1V2DWS
pamungkas,2019-12-28,global,kenangan manis,38,https://open.spotify.com/track/1tS1dRfxIV9FzqdYTbJgMn
cosmo sheldrake,2019-12-28,global,birthday suit,39,https://open.spotify.com/track/5feuWfAXA4rEKH9pXCjOV2
dalex,2019-12-28,global,hola - remix,40,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
dua lipa,2019-12-28,global,don't start now,41,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
idina menzel,2019-12-28,global,into the unknown,42,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W
black eyed peas,2019-12-28,global,ritmo (bad boys for life),43,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
lonr.,2019-12-28,global,a.m.,44,https://open.spotify.com/track/1GGxh8QYLRZaQ07d6AHA8E
mc lele jp,2019-12-28,global,sou vitorioso,45,https://open.spotify.com/track/37hCsK2djczyRGWMjqzbxD
billie eilish,2019-12-28,global,everything i wanted,46,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
ant saunders,2019-12-28,global,yellow hearts,47,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
exo,2019-12-28,global,obsession,48,https://open.spotify.com/track/7fK0csBoqbcgUuWGV0cpoD
mamamoo,2019-12-28,global,hip,49,https://open.spotify.com/track/24nK8tW7Pt3Inh2utttuoG
marco pastor estelles,2019-12-28,global,el burrito sabanero - tuki-tuki version,50,https://open.spotify.com/track/0OlwVgiXo2qkwAI84wmTLj
tokyo’s revenge,2019-12-27,global,goodmorningtokyo!,1,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp
loveleo,2019-12-27,global,boyfren,2,https://open.spotify.com/track/2YJ7tTicU1vUmUjYNJROrv
mawar de jongh,2019-12-27,global,lebih dari egoku,3,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
matthaios,2019-12-27,global,catriona,4,https://open.spotify.com/track/4YMfE4r1JWADFw2Fn74XW2
trevor daniel,2019-12-27,global,falling,5,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
i̇kiye on kala,2019-12-27,global,bütün istanbul biliyo,6,https://open.spotify.com/track/0V0bWil6rS8w4Xbn6eGwCQ
don toliver,2019-12-27,global,no idea,7,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
olivia rodrigo,2019-12-27,global,"all i want - from ""high school musical: the musical: the series""",8,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW
fiersa besari,2019-12-27,global,"pelukku untuk pelikmu - ost imperfect: karier, cinta, & timbangan",9,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
mc ingryd,2019-12-27,global,vem me satisfazer,10,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
the pogues,2019-12-27,global,fairytale of new york (feat. kirsty maccoll),11,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
karol g,2019-12-27,global,tusa,12,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
tokyo’s revenge,2019-12-27,global,thot!,13,https://open.spotify.com/track/2St8HeG23Nzp4NYaWTNtuM
the weeknd,2019-12-27,global,blinding lights,14,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
arizona zervas,2019-12-27,global,roxanne,15,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
73bands,2019-12-27,global,blueberry fweigo,16,https://open.spotify.com/track/5oZkRROxXzKozajPEmyNFI
saint jhn,2019-12-27,global,roses - imanbek remix,17,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
gradur,2019-12-27,global,ne reviens pas,18,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
los solteroski,2019-12-27,global,solteroski,19,https://open.spotify.com/track/6JqfAWXo2rPNSWy9SDm9i3
grant landis,2019-12-27,global,home for the holidays,20,https://open.spotify.com/track/6rFCBcqzFDK5l9QQ3g79iA
tones and i,2019-12-27,global,dance monkey,21,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
mc poze do rodo,2019-12-27,global,to voando alto,22,https://open.spotify.com/track/7HLU2aJTAQfSIgJ2dMASsP
rozz kalliope,2019-12-27,global,benjamins 3,23,https://open.spotify.com/track/3F1vlhA0ISnqXJMOXUZP7V
doja cat,2019-12-27,global,say so,24,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
matthaios,2019-12-27,global,i want you back,25,https://open.spotify.com/track/5jLUKFlEJzOf6b6PCaohFI
tyga,2019-12-27,global,ayy macarena,26,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
pedro sampaio,2019-12-27,global,sentadão,27,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
ynw melly,2019-12-27,global,suicidal,28,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
conan gray,2019-12-27,global,maniac,29,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
kunto aji,2019-12-27,global,pilu membiru,30,https://open.spotify.com/track/48FTlRoE6Dft6EXIpQgPZb
magnus haven,2019-12-27,global,imahe,31,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5
harry styles,2019-12-27,global,watermelon sugar,32,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
bad bunny,2019-12-27,global,vete,33,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
hindia,2019-12-27,global,secukupnya,34,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
jp saxe,2019-12-27,global,if the world was ending - feat. julia michaels,35,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
sagopa kajmer,2019-12-27,global,toz taneleri,36,https://open.spotify.com/track/36ulbeGLdspdIYSFKXIlmN
andmesh,2019-12-27,global,kumau dia,37,https://open.spotify.com/track/4msighkG4nKOw60aoN7lV7
