artist_name,date,region_name,track_name,track_position,track_url
mustafa ceceli,2019-11-23,global,bedel,37,https://open.spotify.com/track/6R3YNDKSDdXh4s8sKewqCD
internet money,2019-11-23,global,somebody,38,https://open.spotify.com/track/735RSTb2xbtWbDtKD9XDYi
ashnikko,2019-11-23,global,stupid (feat. yung baby tate),39,https://open.spotify.com/track/6qNB2ChCVPepl5ZjVJJTUW
blackbear,2019-11-23,global,hot girl bummer,40,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
marshall jefferson,2019-11-23,global,move your body,41,https://open.spotify.com/track/3YXIVMQLRRq2K7kxC7UYx6
pamungkas,2019-11-23,global,one only,42,https://open.spotify.com/track/7iTF9T1jum3Km6H6WMZpDC
harry styles,2019-11-23,global,lights up,43,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
hixtape,2019-11-23,global,"one beer (hardy feat. lauren alaina, devin dawson)",44,https://open.spotify.com/track/5FmvaZGd6fulojSToozLRD
lizzo,2019-11-23,global,good as hell (feat. ariana grande) - remix,45,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
meduza,2019-11-23,global,lose control,46,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
russ,2019-11-23,global,best on earth (feat. bia) - bonus,47,https://open.spotify.com/track/2Xo3rLHjXfdb4avN68aQyi
honne,2019-11-23,global,location unknown ◐ (feat. beka) - brooklyn session,48,https://open.spotify.com/track/4aT6vP9y2eDjxmRGm5ZqSC
daddy yankee,2019-11-23,global,que tire pa lante,49,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
regard,2019-11-23,global,ride it,50,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
ant saunders,2019-11-22,global,yellow hearts,1,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
arizona zervas,2019-11-22,global,roxanne,2,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
peter kuli,2019-11-22,global,ok boomer,3,https://open.spotify.com/track/0VdzNP9LFAMAWKjMpBDJ4B
nik makino,2019-11-22,global,neneng b,4,https://open.spotify.com/track/0BaMZMMEG7GWrUYsoGw8Yg
kunto aji,2019-11-22,global,pilu membiru,5,https://open.spotify.com/track/48FTlRoE6Dft6EXIpQgPZb
trevor daniel,2019-11-22,global,falling,6,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
jp saxe,2019-11-22,global,if the world was ending - feat. julia michaels,7,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
mahogany lox,2019-11-22,global,take your man,8,https://open.spotify.com/track/1CF5kzz5XDBAL24wtVyyTJ
kaash paige,2019-11-22,global,love songs - bonus,9,https://open.spotify.com/track/6qL5UWxRSQYml9O99ozoLv
black eyed peas,2019-11-22,global,ritmo (bad boys for life),10,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
michael dutchi libranda,2019-11-22,global,binalewala - original version,11,https://open.spotify.com/track/2tR5liucorXRwduxr0qEx6
marca mp,2019-11-22,global,el güero,12,https://open.spotify.com/track/4tidSEPF7Dbxcdxv3VyIHd
andmesh,2019-11-22,global,nyaman,13,https://open.spotify.com/track/1sxUn0SdlFG05Q3qAA2FlE
aspova,2019-11-22,global,eskimiş senelere,14,https://open.spotify.com/track/5XR0fbf6IAizysmuSQDoUX
selena gomez,2019-11-22,global,lose you to love me,15,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
tiana major9,2019-11-22,global,"collide - from ""queen & slim: the soundtrack""",16,https://open.spotify.com/track/1mEO3xiJqEWXYIdZalDzHR
rod wave,2019-11-22,global,heart on ice,17,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD
feby putri,2019-11-22,global,halu,18,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
magnus haven,2019-11-22,global,imahe,19,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5
maroon 5,2019-11-22,global,memories,20,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
ill wayno,2019-11-22,global,eyes. lips. face.,21,https://open.spotify.com/track/5sGb7vB83MhpdZsx1tEIYH
tones and i,2019-11-22,global,dance monkey,22,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
trefuego,2019-11-22,global,90mh,23,https://open.spotify.com/track/7nduUhUmzj9IdkvFmdtO7g
doja cat,2019-11-22,global,candy,24,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be
d smoke,2019-11-22,global,last supper,25,https://open.spotify.com/track/4vFpwBCCKgzHlw8U48MYdS
omar montes,2019-11-22,global,alocao (with bad gyal),26,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI
lil mayo,2019-11-22,global,be gone thot!,27,https://open.spotify.com/track/3G47RiG2PrvEVo4panDHi9
saint jhn,2019-11-22,global,roses - imanbek remix,28,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
kunto aji,2019-11-22,global,rehat,29,https://open.spotify.com/track/1BzMyhmPzYnGWK6RBF5TTj
shaed,2019-11-22,global,trampoline (with zayn),30,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
giulia be,2019-11-22,global,menina solta,31,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
denny caknan,2019-11-22,global,kartonyono medot janji,32,https://open.spotify.com/track/6tpIXoxxhFv0TOj7S85tJi
dadá boladão,2019-11-22,global,surtada - remix brega funk,33,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r
kina,2019-11-22,global,can we kiss forever?,34,https://open.spotify.com/track/1Av69kr9JitqPWo7WJLS5q
miss li,2019-11-22,global,lev nu dö sen,35,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
mustafa ceceli,2019-11-22,global,bedel,36,https://open.spotify.com/track/6R3YNDKSDdXh4s8sKewqCD
ashnikko,2019-11-22,global,stupid (feat. yung baby tate),37,https://open.spotify.com/track/6qNB2ChCVPepl5ZjVJJTUW
blackbear,2019-11-22,global,hot girl bummer,38,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
conan gray,2019-11-22,global,maniac,39,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
pamungkas,2019-11-22,global,one only,40,https://open.spotify.com/track/7iTF9T1jum3Km6H6WMZpDC
internet money,2019-11-22,global,somebody,41,https://open.spotify.com/track/735RSTb2xbtWbDtKD9XDYi
lizzo,2019-11-22,global,good as hell (feat. ariana grande) - remix,42,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
russ,2019-11-22,global,best on earth (feat. bia) - bonus,43,https://open.spotify.com/track/2Xo3rLHjXfdb4avN68aQyi
hixtape,2019-11-22,global,"one beer (hardy feat. lauren alaina, devin dawson)",44,https://open.spotify.com/track/5FmvaZGd6fulojSToozLRD
meduza,2019-11-22,global,lose control,45,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
harry styles,2019-11-22,global,lights up,46,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
daddy yankee,2019-11-22,global,que tire pa lante,47,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
marshall jefferson,2019-11-22,global,move your body,48,https://open.spotify.com/track/3YXIVMQLRRq2K7kxC7UYx6
regard,2019-11-22,global,ride it,49,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
bedoes,2019-11-22,global,jesteś ładniejsza niż na zdjęciach (na zawsze),50,https://open.spotify.com/track/4M2wPuAl7FgUIrUvlJBMOU
ant saunders,2019-11-21,global,yellow hearts,1,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
arizona zervas,2019-11-21,global,roxanne,2,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
peter kuli,2019-11-21,global,ok boomer,3,https://open.spotify.com/track/0VdzNP9LFAMAWKjMpBDJ4B
nik makino,2019-11-21,global,neneng b,4,https://open.spotify.com/track/0BaMZMMEG7GWrUYsoGw8Yg
kunto aji,2019-11-21,global,pilu membiru,5,https://open.spotify.com/track/48FTlRoE6Dft6EXIpQgPZb
jp saxe,2019-11-21,global,if the world was ending - feat. julia michaels,6,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
mahogany lox,2019-11-21,global,take your man,7,https://open.spotify.com/track/1CF5kzz5XDBAL24wtVyyTJ
kaash paige,2019-11-21,global,love songs - bonus,8,https://open.spotify.com/track/6qL5UWxRSQYml9O99ozoLv
trevor daniel,2019-11-21,global,falling,9,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
black eyed peas,2019-11-21,global,ritmo (bad boys for life),10,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
michael dutchi libranda,2019-11-21,global,binalewala - original version,11,https://open.spotify.com/track/2tR5liucorXRwduxr0qEx6
andmesh,2019-11-21,global,nyaman,12,https://open.spotify.com/track/6LHqHsocARSK7Lpx3Hz9XH
selena gomez,2019-11-21,global,lose you to love me,13,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
aspova,2019-11-21,global,eskimiş senelere,14,https://open.spotify.com/track/5XR0fbf6IAizysmuSQDoUX
tiana major9,2019-11-21,global,"collide - from ""queen & slim: the soundtrack""",15,https://open.spotify.com/track/1mEO3xiJqEWXYIdZalDzHR
rod wave,2019-11-21,global,heart on ice,16,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD
feby putri,2019-11-21,global,halu,17,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
magnus haven,2019-11-21,global,imahe,18,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5
maroon 5,2019-11-21,global,memories,19,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
ill wayno,2019-11-21,global,eyes. lips. face.,20,https://open.spotify.com/track/5sGb7vB83MhpdZsx1tEIYH
trefuego,2019-11-21,global,90mh,21,https://open.spotify.com/track/7nduUhUmzj9IdkvFmdtO7g
tones and i,2019-11-21,global,dance monkey,22,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
doja cat,2019-11-21,global,candy,23,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be
d smoke,2019-11-21,global,last supper,24,https://open.spotify.com/track/4vFpwBCCKgzHlw8U48MYdS
omar montes,2019-11-21,global,alocao (with bad gyal),25,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI
lil mayo,2019-11-21,global,be gone thot!,26,https://open.spotify.com/track/3G47RiG2PrvEVo4panDHi9
shaed,2019-11-21,global,trampoline (with zayn),27,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
giulia be,2019-11-21,global,menina solta,28,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
saint jhn,2019-11-21,global,roses - imanbek remix,29,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
denny caknan,2019-11-21,global,kartonyono medot janji,30,https://open.spotify.com/track/6tpIXoxxhFv0TOj7S85tJi
dadá boladão,2019-11-21,global,surtada - remix brega funk,31,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r
miss li,2019-11-21,global,lev nu dö sen,32,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
kina,2019-11-21,global,can we kiss forever?,33,https://open.spotify.com/track/1Av69kr9JitqPWo7WJLS5q
mustafa ceceli,2019-11-21,global,bedel,34,https://open.spotify.com/track/6R3YNDKSDdXh4s8sKewqCD
blackbear,2019-11-21,global,hot girl bummer,35,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
ashnikko,2019-11-21,global,stupid (feat. yung baby tate),36,https://open.spotify.com/track/6qNB2ChCVPepl5ZjVJJTUW
internet money,2019-11-21,global,somebody,37,https://open.spotify.com/track/735RSTb2xbtWbDtKD9XDYi
lizzo,2019-11-21,global,good as hell (feat. ariana grande) - remix,38,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
pamungkas,2019-11-21,global,one only,39,https://open.spotify.com/track/7iTF9T1jum3Km6H6WMZpDC
russ,2019-11-21,global,best on earth (feat. bia) - bonus,40,https://open.spotify.com/track/2Xo3rLHjXfdb4avN68aQyi
meduza,2019-11-21,global,lose control,41,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
hixtape,2019-11-21,global,"one beer (hardy feat. lauren alaina, devin dawson)",42,https://open.spotify.com/track/5FmvaZGd6fulojSToozLRD
daddy yankee,2019-11-21,global,que tire pa lante,43,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
marshall jefferson,2019-11-21,global,move your body,44,https://open.spotify.com/track/3YXIVMQLRRq2K7kxC7UYx6
harry styles,2019-11-21,global,lights up,45,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
regard,2019-11-21,global,ride it,46,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
bedoes,2019-11-21,global,jesteś ładniejsza niż na zdjęciach (na zawsze),47,https://open.spotify.com/track/4M2wPuAl7FgUIrUvlJBMOU
conan gray,2019-11-21,global,maniac,48,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
rauw alejandro,2019-11-21,global,fantasias,49,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
emir can i̇ğrek,2019-11-21,global,nalan,50,https://open.spotify.com/track/1LNUxWJifZNEPpd273N2le
ant saunders,2019-11-20,global,yellow hearts,1,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
arizona zervas,2019-11-20,global,roxanne,2,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
nik makino,2019-11-20,global,neneng b,3,https://open.spotify.com/track/0BaMZMMEG7GWrUYsoGw8Yg
jp saxe,2019-11-20,global,if the world was ending - feat. julia michaels,4,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
kunto aji,2019-11-20,global,pilu membiru,5,https://open.spotify.com/track/48FTlRoE6Dft6EXIpQgPZb
black eyed peas,2019-11-20,global,ritmo (bad boys for life),6,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
michael dutchi libranda,2019-11-20,global,binalewala - original version,7,https://open.spotify.com/track/2tR5liucorXRwduxr0qEx6
kaash paige,2019-11-20,global,love songs - bonus,8,https://open.spotify.com/track/6qL5UWxRSQYml9O99ozoLv
andmesh,2019-11-20,global,nyaman,9,https://open.spotify.com/track/6LHqHsocARSK7Lpx3Hz9XH
tiana major9,2019-11-20,global,"collide - from ""queen & slim: the soundtrack""",10,https://open.spotify.com/track/1mEO3xiJqEWXYIdZalDzHR
ill wayno,2019-11-20,global,eyes. lips. face.,11,https://open.spotify.com/track/5sGb7vB83MhpdZsx1tEIYH
selena gomez,2019-11-20,global,lose you to love me,12,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
trevor daniel,2019-11-20,global,falling,13,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
aspova,2019-11-20,global,eskimiş senelere,14,https://open.spotify.com/track/5XR0fbf6IAizysmuSQDoUX
doja cat,2019-11-20,global,candy,15,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be
omar montes,2019-11-20,global,alocao (with bad gyal),16,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI
feby putri,2019-11-20,global,halu,17,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
magnus haven,2019-11-20,global,imahe,18,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5
rod wave,2019-11-20,global,heart on ice,19,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD
maroon 5,2019-11-20,global,memories,20,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
d smoke,2019-11-20,global,last supper,21,https://open.spotify.com/track/4vFpwBCCKgzHlw8U48MYdS
mustafa ceceli,2019-11-20,global,bedel,22,https://open.spotify.com/track/6R3YNDKSDdXh4s8sKewqCD
shaed,2019-11-20,global,trampoline (with zayn),23,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
kunto aji,2019-11-20,global,rehat,24,https://open.spotify.com/track/1BzMyhmPzYnGWK6RBF5TTj
tones and i,2019-11-20,global,dance monkey,25,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
lizzo,2019-11-20,global,good as hell (feat. ariana grande) - remix,26,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
marshall jefferson,2019-11-20,global,move your body,27,https://open.spotify.com/track/3YXIVMQLRRq2K7kxC7UYx6
giulia be,2019-11-20,global,menina solta,28,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
daddy yankee,2019-11-20,global,que tire pa lante,29,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
trefuego,2019-11-20,global,90mh,30,https://open.spotify.com/track/7nduUhUmzj9IdkvFmdtO7g
dadá boladão,2019-11-20,global,surtada - remix brega funk,31,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r
hixtape,2019-11-20,global,"one beer (hardy feat. lauren alaina, devin dawson)",32,https://open.spotify.com/track/5FmvaZGd6fulojSToozLRD
miss li,2019-11-20,global,lev nu dö sen,33,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
denny caknan,2019-11-20,global,kartonyono medot janji,34,https://open.spotify.com/track/6tpIXoxxhFv0TOj7S85tJi
conan gray,2019-11-20,global,maniac,35,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
pamungkas,2019-11-20,global,one only,36,https://open.spotify.com/track/7iTF9T1jum3Km6H6WMZpDC
willie jones,2019-11-20,global,bachelorettes on broadway,37,https://open.spotify.com/track/277YJPrwcN4a1W3xaP06T0
russ,2019-11-20,global,best on earth (feat. bia) - bonus,38,https://open.spotify.com/track/2Xo3rLHjXfdb4avN68aQyi
kina,2019-11-20,global,can we kiss forever?,39,https://open.spotify.com/track/1Av69kr9JitqPWo7WJLS5q
saint jhn,2019-11-20,global,roses - imanbek remix,40,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
internet money,2019-11-20,global,somebody,41,https://open.spotify.com/track/735RSTb2xbtWbDtKD9XDYi
(g)i-dle,2019-11-20,global,lion,42,https://open.spotify.com/track/4TArUx34wOehwpnbXlKBQY
lunay,2019-11-20,global,aventura,43,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
nicky jam,2019-11-20,global,whine up,44,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
blackbear,2019-11-20,global,hot girl bummer,45,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
llane,2019-11-20,global,más de ti,46,https://open.spotify.com/track/4svaGEtJdr5gdhBvdIkGaL
harry styles,2019-11-20,global,lights up,47,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
dadju,2019-11-20,global,ma vie,48,https://open.spotify.com/track/3VmBdSKhG6bVXntvNC0Bb4
meduza,2019-11-20,global,lose control,49,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
kanye west,2019-11-20,global,follow god,50,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h
ant saunders,2019-11-19,global,yellow hearts,1,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
arizona zervas,2019-11-19,global,roxanne,2,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
nik makino,2019-11-19,global,neneng b,3,https://open.spotify.com/track/0BaMZMMEG7GWrUYsoGw8Yg
jp saxe,2019-11-19,global,if the world was ending - feat. julia michaels,4,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
black eyed peas,2019-11-19,global,ritmo (bad boys for life),5,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
kunto aji,2019-11-19,global,pilu membiru,6,https://open.spotify.com/track/48FTlRoE6Dft6EXIpQgPZb
michael dutchi libranda,2019-11-19,global,binalewala - original version,7,https://open.spotify.com/track/2tR5liucorXRwduxr0qEx6
andmesh,2019-11-19,global,nyaman,8,https://open.spotify.com/track/6LHqHsocARSK7Lpx3Hz9XH
kaash paige,2019-11-19,global,love songs - bonus,9,https://open.spotify.com/track/6qL5UWxRSQYml9O99ozoLv
ill wayno,2019-11-19,global,eyes. lips. face.,10,https://open.spotify.com/track/5sGb7vB83MhpdZsx1tEIYH
selena gomez,2019-11-19,global,lose you to love me,11,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
aspova,2019-11-19,global,eskimiş senelere,12,https://open.spotify.com/track/5XR0fbf6IAizysmuSQDoUX
omar montes,2019-11-19,global,alocao (with bad gyal),13,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI
doja cat,2019-11-19,global,candy,14,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be
tiana major9,2019-11-19,global,"collide - from ""queen & slim: the soundtrack""",15,https://open.spotify.com/track/1mEO3xiJqEWXYIdZalDzHR
feby putri,2019-11-19,global,halu,16,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
magnus haven,2019-11-19,global,imahe,17,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5
rod wave,2019-11-19,global,heart on ice,18,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD
maroon 5,2019-11-19,global,memories,19,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
d smoke,2019-11-19,global,last supper,20,https://open.spotify.com/track/4vFpwBCCKgzHlw8U48MYdS
mustafa ceceli,2019-11-19,global,bedel,21,https://open.spotify.com/track/6R3YNDKSDdXh4s8sKewqCD
shaed,2019-11-19,global,trampoline (with zayn),22,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
trevor daniel,2019-11-19,global,falling,23,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
lizzo,2019-11-19,global,good as hell (feat. ariana grande) - remix,24,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
kunto aji,2019-11-19,global,rehat,25,https://open.spotify.com/track/1BzMyhmPzYnGWK6RBF5TTj
tones and i,2019-11-19,global,dance monkey,26,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
giulia be,2019-11-19,global,menina solta,27,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
dadá boladão,2019-11-19,global,surtada - remix brega funk,28,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r
marshall jefferson,2019-11-19,global,move your body,29,https://open.spotify.com/track/3YXIVMQLRRq2K7kxC7UYx6
hixtape,2019-11-19,global,"one beer (hardy feat. lauren alaina, devin dawson)",30,https://open.spotify.com/track/5FmvaZGd6fulojSToozLRD
miss li,2019-11-19,global,lev nu dö sen,31,https://open.spotify.com/track/6HJasLoTKvxglAMQH8nPcD
daddy yankee,2019-11-19,global,que tire pa lante,32,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
trefuego,2019-11-19,global,90mh,33,https://open.spotify.com/track/7nduUhUmzj9IdkvFmdtO7g
willie jones,2019-11-19,global,bachelorettes on broadway,34,https://open.spotify.com/track/277YJPrwcN4a1W3xaP06T0
denny caknan,2019-11-19,global,kartonyono medot janji,35,https://open.spotify.com/track/6tpIXoxxhFv0TOj7S85tJi
pamungkas,2019-11-19,global,one only,36,https://open.spotify.com/track/7iTF9T1jum3Km6H6WMZpDC
(g)i-dle,2019-11-19,global,lion,37,https://open.spotify.com/track/4TArUx34wOehwpnbXlKBQY
conan gray,2019-11-19,global,maniac,38,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
russ,2019-11-19,global,best on earth (feat. bia) - bonus,39,https://open.spotify.com/track/2Xo3rLHjXfdb4avN68aQyi
internet money,2019-11-19,global,somebody,40,https://open.spotify.com/track/735RSTb2xbtWbDtKD9XDYi
kina,2019-11-19,global,can we kiss forever?,41,https://open.spotify.com/track/1Av69kr9JitqPWo7WJLS5q
lunay,2019-11-19,global,aventura,42,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
nicky jam,2019-11-19,global,whine up,43,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
blackbear,2019-11-19,global,hot girl bummer,44,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
saint jhn,2019-11-19,global,roses - imanbek remix,45,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
kanye west,2019-11-19,global,follow god,46,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h
bedoes,2019-11-19,global,jesteś ładniejsza niż na zdjęciach (na zawsze),47,https://open.spotify.com/track/4M2wPuAl7FgUIrUvlJBMOU
llane,2019-11-19,global,más de ti,48,https://open.spotify.com/track/4svaGEtJdr5gdhBvdIkGaL
quin nfn,2019-11-19,global,poles,49,https://open.spotify.com/track/15gaivYRuN6mra3Ib4z3tt
harry styles,2019-11-19,global,lights up,50,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
ant saunders,2019-11-18,global,yellow hearts,1,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
arizona zervas,2019-11-18,global,roxanne,2,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
nik makino,2019-11-18,global,neneng b,3,https://open.spotify.com/track/0BaMZMMEG7GWrUYsoGw8Yg
jp saxe,2019-11-18,global,if the world was ending - feat. julia michaels,4,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
black eyed peas,2019-11-18,global,ritmo (bad boys for life),5,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
michael dutchi libranda,2019-11-18,global,binalewala - original version,6,https://open.spotify.com/track/2tR5liucorXRwduxr0qEx6
kunto aji,2019-11-18,global,pilu membiru,7,https://open.spotify.com/track/48FTlRoE6Dft6EXIpQgPZb
andmesh,2019-11-18,global,nyaman,8,https://open.spotify.com/track/6LHqHsocARSK7Lpx3Hz9XH
kaash paige,2019-11-18,global,love songs - bonus,9,https://open.spotify.com/track/6qL5UWxRSQYml9O99ozoLv
selena gomez,2019-11-18,global,lose you to love me,10,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
ill wayno,2019-11-18,global,eyes. lips. face.,11,https://open.spotify.com/track/5sGb7vB83MhpdZsx1tEIYH
aspova,2019-11-18,global,eskimiş senelere,12,https://open.spotify.com/track/5XR0fbf6IAizysmuSQDoUX
omar montes,2019-11-18,global,alocao (with bad gyal),13,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI
doja cat,2019-11-18,global,candy,14,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be
feby putri,2019-11-18,global,halu,15,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
rod wave,2019-11-18,global,heart on ice,16,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD
d smoke,2019-11-18,global,last supper,17,https://open.spotify.com/track/4vFpwBCCKgzHlw8U48MYdS
tiana major9,2019-11-18,global,"collide - from ""queen & slim: the soundtrack""",18,https://open.spotify.com/track/1mEO3xiJqEWXYIdZalDzHR
maroon 5,2019-11-18,global,memories,19,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
magnus haven,2019-11-18,global,imahe,20,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5
mustafa ceceli,2019-11-18,global,bedel,21,https://open.spotify.com/track/6R3YNDKSDdXh4s8sKewqCD
shaed,2019-11-18,global,trampoline (with zayn),22,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
lizzo,2019-11-18,global,good as hell (feat. ariana grande) - remix,23,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
tones and i,2019-11-18,global,dance monkey,24,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
giulia be,2019-11-18,global,menina solta,25,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
