Month,id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,time_signature,valence,tempo
4,6v0lAdFF4haL8xjBIUjtOw,35,0.241,0.673,201818,0.752,0.000045,2,0.0813,-3.572,0,0.0561,4,0.797,175.997
4,5W83ErFkO3aKAIS1WMi6u0,36,0.602,0.807,258800,0.803,0.008530,11,0.136,-4.156,1,0.126,4,0.706,91.987
4,1NJcg626wLln4pGHpiV7mf,37,0.934,0.351,200186,0.296,0.000000,4,0.095,-10.109,0,0.0333,4,0.12,115.284
4,3XiNC94b4Tq1xwv70sQJGN,38,0.0948,0.729,243976,0.603,0.000000,6,0.113,-6.736,0,0.0666,4,0.207,134.972
4,2IRZnDFmlqMuOrYOLnZZyc,39,0.259,0.889,180522,0.496,0.000000,4,0.252,-6.365,0,0.0905,4,0.544,86.003
4,1rqqCSm0Qe4I9rUvWncaom,40,0.193,0.579,190947,0.904,0.000000,5,0.064,-2.729,1,0.0618,4,0.681,82.014
4,4n7jnSxVLd8QioibtTDBDq,41,0.0209,0.509,193798,0.689,0.000000,1,0.301,-4.929,0,0.102,4,0.297,170.087
4,0uUNN1nSoUx1A4fkDCWDQ7,42,0.0737,0.682,183027,0.656,0.000000,6,0.353,-4.67,1,0.0435,4,0.607,130.089
4,46lvmzK8wxAy66tjzXXSh0,43,0.266,0.849,264483,0.655,0.000000,8,0.0781,-2.899,1,0.106,4,0.76,161.966
4,2qG5sZ7Si6sdK74qLxedYM,44,0.39,0.882,161627,0.689,0.003250,6,0.0501,-4.027,1,0.124,4,0.746,97.963
4,2S1LebN6AXXQqJolBxlWgO,45,0.639,0.694,281500,0.664,0.000000,2,0.0929,-4.649,1,0.05,4,0.676,95.941
4,7eBqSVxrzQZtK2mmgRG6lC,46,0.145,0.759,268434,0.73,0.000003,0,0.11,-7.985,0,0.0516,4,0.74,115.007
4,3XF5xLJHOQQRbWya6hBp7d,47,0.462,0.678,180953,0.533,0.219000,4,0.139,-10.485,1,0.186,4,0.323,150.455
4,5itOtNx0WxtJmi1TQ3RuRd,48,0.016,0.807,229184,0.887,0.000503,1,0.0811,-4.311,0,0.0361,4,0.606,122.015
4,6zeeWid2sgw4lap2jV61PZ,49,0.0765,0.596,229320,0.552,0.334000,0,0.104,-10.278,0,0.097,4,0.112,97.949
4,4w8niZpiMy6qz1mntFA5uM,50,0.157,0.842,212500,0.801,0.000005,8,0.0642,-4.167,0,0.228,4,0.617,95.881
5,3HVWdVOQ0ZA45FuZGSfvns,1,0.0912,0.798,219947,0.675,0.000000,6,0.0894,-5.041,1,0.0442,4,0.842,101.956
5,2Fxmhks0bxGSBdJ92vM42m,2,0.328,0.701,194088,0.425,0.130000,7,0.1,-10.965,1,0.375,4,0.562,135.128
5,6u7jPi22kF8CTQ3rb9DHE7,3,0.0533,0.878,157067,0.619,0.000000,6,0.113,-5.56,1,0.102,4,0.639,136.041
5,1Ej96GIBCTvgH7tNX1r3qr,4,0.136,0.747,225933,0.7,0.000167,0,0.11,-4.669,1,0.341,4,0.62,176.036
5,6LsAAHotRLMOHfCsSfYCsz,5,0.524,0.692,190800,0.809,0.000000,2,0.147,-4.198,1,0.0602,4,0.864,123.911
5,7DcvwMAiqKJQD1rrdfxSDx,6,0.0247,0.796,200107,0.586,0.000000,4,0.132,-6.946,0,0.147,4,0.179,97.981
5,53CJANUxooaqGOtdsBTh7O,7,0.0361,0.908,113013,0.517,0.000002,1,0.0949,-6.063,1,0.129,4,0.471,136.019
5,5hVghJ4KaYES3BFUATCYn0,8,0.23,0.554,190067,0.498,0.000006,9,0.795,-8.866,1,0.0685,4,0.413,79.635
5,543bCW2ruMPmxUBWirQ3MR,9,0.214,0.746,206187,0.787,0.000000,4,0.0669,-6.373,1,0.12,4,0.607,95.005
5,1c0hsvHLELX6y8qymnpLKL,10,0.361,0.795,266087,0.783,0.000000,5,0.437,-4.271,1,0.0432,4,0.8,92.016
5,3KkXRkHbMCARz0aVfEt68P,11,0.556,0.76,158040,0.479,0.000000,2,0.0703,-5.574,1,0.0466,4,0.913,89.911
5,5w9c2J52mkdntKOmRLeM2m,12,0.11,0.737,193227,0.86,0.000002,8,0.0574,-2.652,0,0.0593,4,0.656,93.989
5,7qEHsqek33rTcFNT9PFqLf,13,0.751,0.501,182161,0.405,0.000000,1,0.105,-5.679,1,0.0319,4,0.446,109.891
5,6nDKrPlXdpomGBgAlO7UdP,14,0.272,0.802,157202,0.645,0.000000,5,0.119,-6.181,0,0.0715,4,0.376,100.001
5,4y3OI86AEP6PQoDE6olYhO,15,0.0427,0.842,181040,0.734,0.000000,1,0.106,-5.065,0,0.0588,4,0.952,137.958
5,4MsUsFfWseB9M2plGJyuIw,16,0.0291,0.614,193040,0.839,0.000000,0,0.112,-4.143,1,0.0702,4,0.657,182.123
5,6ocbgoVGwYJhOv1GgI9NsF,17,0.592,0.778,178627,0.317,0.000000,1,0.0881,-10.732,0,0.334,4,0.327,140.048
5,6TqXcAFInzjp0bODyvrWEq,18,0.051,0.901,197573,0.4,0.000000,0,0.0599,-8.575,1,0.126,4,0.346,135.984
5,5qmq61DAAOUaW8AUo8xKhh,19,0.11,0.715,173325,0.624,0.000000,4,0.123,-3.046,0,0.114,4,0.412,158.087
5,2VxeLyX666F8uXCJ0dZF8B,20,0.371,0.572,215733,0.385,0.000000,7,0.231,-6.362,1,0.0308,4,0.323,95.799
5,7Feaw9WAEREY0DUOSXJLOM,21,0.179,0.661,163805,0.723,0.000012,5,0.14,-6.976,0,0.0566,4,0.316,113.778
5,5WHTFyqSii0lmT9R21abT8,22,0.296,0.674,178480,0.881,0.000003,9,0.0793,-2.853,1,0.147,4,0.234,98.994
5,4tNXntkAzQ5A2dfYRYGIIQ,23,0.489,0.505,157493,0.428,0.000000,5,0.0977,-5.604,1,0.221,4,0.618,175.813
5,5jW3rF4URMdK7tO2xjS5EI,24,0.25,0.855,263899,0.649,0.000000,8,0.0801,-2.443,1,0.151,4,0.741,161.986
5,6MWtB6iiXyIwun0YzU6DFP,25,0.163,0.833,149520,0.539,0.000002,11,0.101,-7.399,0,0.178,4,0.385,99.947
5,2gwkD6igEhQbDQegRCcdoB,26,0.0608,0.876,163320,0.662,0.000000,2,0.127,-6.482,0,0.426,4,0.844,75.445
5,1DFD5Fotzgn6yYXkYsKiGs,27,0.0404,0.677,152913,0.744,0.000160,10,0.074,-6.806,0,0.0295,4,0.631,124.08
5,4SSnFejRGlZikf02HLewEF,28,0.74,0.905,193143,0.389,0.162000,8,0.106,-14.505,1,0.332,4,0.196,120.046
5,7g8YaUQABMal0zWe7a2ijz,29,0.753,0.688,360960,0.62,0.000005,11,0.158,-8.029,0,0.22,4,0.727,170.018
5,5icOoE6VgqFKohjWWNp0Ac,30,0.0623,0.791,156347,0.565,0.000000,5,0.156,-3.933,0,0.0439,4,0.181,99.961
5,25sgk305KZfyuqVBQIahim,31,0.0691,0.719,187436,0.704,0.000000,1,0.166,-4.724,1,0.0476,4,0.628,133.002
5,340UVheS8z3ncW9TTUhAbc,32,0.0188,0.611,231999,0.622,0.000000,9,0.359,-5.075,0,0.0734,4,0.538,146.11
5,2dpaYNEQHiRxtZbfNsse99,33,0.191,0.687,214290,0.792,0.000000,5,0.167,-2.749,1,0.0452,4,0.671,100.015
5,5iwz1NiezX7WWjnCgY5TH4,34,0.323,0.826,238200,0.773,0.000000,11,0.143,-4.218,0,0.0524,4,0.761,126.899
5,43zdsphuZLzwA9k4DJhU0I,35,0.978,0.367,196077,0.111,0.000040,4,0.0897,-14.084,1,0.0972,4,0.198,82.642
5,4lzxJ4jCuFDXXGkE1LmpKR,36,0.391,0.857,267500,0.647,0.000001,11,0.0842,-4.152,0,0.0984,4,0.553,95.982
5,6v0lAdFF4haL8xjBIUjtOw,37,0.241,0.673,201818,0.752,0.000045,2,0.0813,-3.572,0,0.0561,4,0.797,175.997
5,5p7ujcrUXASCNwRaWNHR1C,38,0.297,0.752,201661,0.488,0.000009,6,0.0936,-7.05,1,0.0705,4,0.533,136.041
5,6Qs4SXO9dwPj5GKvVOv8Ki,39,0.45,0.741,171030,0.52,0.000002,8,0.222,-7.513,1,0.0656,4,0.347,102.998
5,5KawlOMHjWeUjQtnuRs22c,40,0.0923,0.645,229773,0.862,0.000000,11,0.192,-4.757,0,0.0965,4,0.798,119.991
5,1LIqNVhaIgxXUt2eVoIQJ3,41,0.252,0.837,184436,0.791,0.000001,4,0.188,-3.157,0,0.0773,4,0.618,91.98
5,2qG5sZ7Si6sdK74qLxedYM,42,0.39,0.882,161627,0.689,0.003250,6,0.0501,-4.027,1,0.124,4,0.746,97.963
5,3y3brCCecHC3Db18aIOnny,43,0.381,0.591,215316,0.705,0.000116,9,0.131,-6.519,0,0.079,4,0.27,121.799
5,36TO60sxDduIsO3xH8IcUh,44,0.234,0.918,236000,0.837,0.000000,1,0.227,-6.792,1,0.255,4,0.855,120.017
5,5AjINjwKyRvQJhSe2zpPHi,45,0.121,0.861,166640,0.621,0.000000,1,0.0689,-7.106,1,0.362,4,0.254,83.976
5,7njKgVl3AnLflRad38o7AG,46,0.0828,0.844,169038,0.644,0.000000,11,0.113,-6.273,0,0.0479,4,0.591,122.061
5,1iWHabUgUuuKLBa0TzTHfk,47,0.0575,0.302,242956,0.414,0.000000,2,0.0861,-8.16,1,0.0319,4,0.105,110.508
5,2MuMD298IpYqKF367wegUd,48,0.137,0.694,245387,0.759,0.000000,10,0.167,-5.667,0,0.398,4,0.77,140.055
5,0u2P5u6lvoDfwTYjAADbn4,49,0.934,0.351,200186,0.296,0.000000,4,0.095,-10.109,0,0.0333,4,0.12,115.284
5,0uUNN1nSoUx1A4fkDCWDQ7,50,0.0737,0.682,183027,0.656,0.000000,6,0.353,-4.67,1,0.0435,4,0.607,130.089
6,0TK2YIli7K1leLovkQiNik,1,0.037,0.759,190960,0.54,0.000000,9,0.0945,-6.039,0,0.0287,4,0.75,116.947
6,3HVWdVOQ0ZA45FuZGSfvns,2,0.0912,0.798,219947,0.675,0.000000,6,0.0894,-5.041,1,0.0442,4,0.842,101.956
6,2Fxmhks0bxGSBdJ92vM42m,3,0.328,0.701,194088,0.425,0.130000,7,0.1,-10.965,1,0.375,4,0.562,135.128
6,6u7jPi22kF8CTQ3rb9DHE7,4,0.0533,0.878,157067,0.619,0.000000,6,0.113,-5.56,1,0.102,4,0.639,136.041
6,5ry2OE6R2zPQFDO85XkgRb,5,0.101,0.831,205427,0.502,0.000000,10,0.122,-4.045,0,0.046,4,0.101,100.541
6,29fRTIKsJhLUJoldM89GZS,6,0.00838,0.769,171387,0.678,0.000000,2,0.0596,-5.604,1,0.0507,4,0.706,85.025
6,6fTt0CH2t0mdeB2N9XFG5r,7,0.342,0.703,114893,0.594,0.000000,5,0.123,-6.146,0,0.0752,4,0.475,153.848
6,1Ej96GIBCTvgH7tNX1r3qr,8,0.136,0.747,225933,0.7,0.000167,0,0.11,-4.669,1,0.341,4,0.62,176.036
6,2TH65lNHgvLxCKXM3apjxI,9,0.6,0.61,250534,0.624,0.000002,2,0.243,-4.773,1,0.309,4,0.244,176.169
6,5PYQUBXc7NYeI1obMKSJK0,10,0.194,0.77,223523,0.882,0.000000,8,0.316,-4.792,1,0.0602,4,0.385,99.991
6,6LsAAHotRLMOHfCsSfYCsz,11,0.524,0.692,190800,0.809,0.000000,2,0.147,-4.198,1,0.0602,4,0.864,123.911
6,5w9c2J52mkdntKOmRLeM2m,12,0.11,0.737,193227,0.86,0.000002,8,0.0574,-2.652,0,0.0593,4,0.656,93.989
6,1c0hsvHLELX6y8qymnpLKL,13,0.361,0.795,266087,0.783,0.000000,5,0.437,-4.271,1,0.0432,4,0.8,92.016
6,7qEHsqek33rTcFNT9PFqLf,14,0.751,0.501,182161,0.405,0.000000,1,0.105,-5.679,1,0.0319,4,0.446,109.891
6,53CJANUxooaqGOtdsBTh7O,15,0.0361,0.908,113013,0.517,0.000002,1,0.0949,-6.063,1,0.129,4,0.471,136.019
6,22vgEDb5hykfaTwLuskFGD,16,0.0427,0.842,181027,0.734,0.000000,1,0.106,-5.065,0,0.0588,4,0.952,137.958
6,3KkXRkHbMCARz0aVfEt68P,17,0.556,0.76,158040,0.479,0.000000,2,0.0703,-5.574,1,0.0466,4,0.913,89.911
6,1DFD5Fotzgn6yYXkYsKiGs,18,0.0404,0.677,152913,0.744,0.000160,10,0.074,-6.806,0,0.0295,4,0.631,124.08
6,7Feaw9WAEREY0DUOSXJLOM,19,0.179,0.661,163805,0.723,0.000012,5,0.14,-6.976,0,0.0566,4,0.316,113.778
6,7DcvwMAiqKJQD1rrdfxSDx,20,0.0247,0.796,200107,0.586,0.000000,4,0.132,-6.946,0,0.147,4,0.179,97.981
6,7FEwp8BavoEVE3AnxJDchc,21,0.123,0.698,260640,0.454,0.000000,1,0.155,-6.756,0,0.151,4,0.137,92.932
6,2x0RZdkZcD8QRI53XT4GI5,22,0.272,0.802,157202,0.645,0.000000,5,0.119,-6.181,0,0.0715,4,0.376,100.001
6,543bCW2ruMPmxUBWirQ3MR,23,0.214,0.746,206187,0.787,0.000000,4,0.0669,-6.373,1,0.12,4,0.607,95.005
6,05CwHjIk71RXVU40boRMnR,24,0.225,0.591,217653,0.702,0.000000,7,0.414,-5.59,1,0.0289,4,0.501,104.003
6,6ocbgoVGwYJhOv1GgI9NsF,25,0.592,0.778,178627,0.317,0.000000,1,0.0881,-10.732,0,0.334,4,0.327,140.048
6,5qmq61DAAOUaW8AUo8xKhh,26,0.11,0.715,173325,0.624,0.000000,4,0.123,-3.046,0,0.114,4,0.412,158.087
6,4ak7xjvBeBOcJGWFDX9w5n,27,0.139,0.706,158707,0.679,0.000070,9,0.465,-5.614,1,0.0324,4,0.657,140.081
6,1VEMUkGFio5uURvN8x1DZJ,28,0.407,0.631,172036,0.673,0.000000,6,0.154,-4.892,0,0.384,4,0.721,83.504
6,1kBbgxAUc4HQv7cgIayIDH,29,0.0204,0.745,131280,0.642,0.000000,7,0.0658,-6.257,0,0.287,4,0.226,179.974
6,1f38Gx6xQz6r4H1jGVNBJo,30,0.285,0.822,185195,0.743,0.000002,6,0.102,-3.04,0,0.0567,4,0.355,96.025
6,6TqXcAFInzjp0bODyvrWEq,31,0.051,0.901,197573,0.4,0.000000,0,0.0599,-8.575,1,0.126,4,0.346,135.984
6,0vrmHPfoBadXVr2n0m1aqZ,32,0.0715,0.592,277262,0.873,0.009820,9,0.142,-5.65,1,0.0275,4,0.516,122.011
6,2VxeLyX666F8uXCJ0dZF8B,33,0.371,0.572,215733,0.385,0.000000,7,0.231,-6.362,1,0.0308,4,0.323,95.799
6,4R8BJggjosTswLxtkw8V7P,34,0.145,0.806,309120,0.786,0.000000,10,0.0935,-3.831,0,0.0741,4,0.58,91.973
6,5hVghJ4KaYES3BFUATCYn0,35,0.23,0.554,190067,0.498,0.000006,9,0.795,-8.866,1,0.0685,4,0.413,79.635
6,4hPpVbbakQNv8YTHYaOJP4,36,0.0667,0.659,181824,0.623,0.000000,4,0.582,-2.253,1,0.0451,4,0.439,88.042
6,6v0lAdFF4haL8xjBIUjtOw,37,0.241,0.673,201818,0.752,0.000045,2,0.0813,-3.572,0,0.0561,4,0.797,175.997
6,7KbF6AdprOXEEHlsq11Z6d,38,0.217,0.777,175733,0.712,0.000000,10,0.091,-4.84,1,0.277,4,0.68,95.692
6,0DiDStADDVh3SvAsoJAFMk,39,0.108,0.795,183000,0.496,0.000000,0,0.0645,-5.883,1,0.0722,4,0.874,94.01
6,0mjAU3yKR1QnXnHtjGJqTM,40,0.156,0.759,158900,0.605,0.000000,7,0.694,-7.737,1,0.0433,4,0.64,121.049
6,6MWtB6iiXyIwun0YzU6DFP,41,0.163,0.833,149520,0.539,0.000002,11,0.101,-7.399,0,0.178,4,0.385,99.947
6,2dpaYNEQHiRxtZbfNsse99,42,0.191,0.687,214290,0.792,0.000000,5,0.167,-2.749,1,0.0452,4,0.671,100.015
6,7g8YaUQABMal0zWe7a2ijz,43,0.753,0.688,360960,0.62,0.000005,11,0.158,-8.029,0,0.22,4,0.727,170.018
6,2qG5sZ7Si6sdK74qLxedYM,44,0.39,0.882,161627,0.689,0.003250,6,0.0501,-4.027,1,0.124,4,0.746,97.963
6,5jW3rF4URMdK7tO2xjS5EI,45,0.25,0.855,263899,0.649,0.000000,8,0.0801,-2.443,1,0.151,4,0.741,161.986
6,4MsUsFfWseB9M2plGJyuIw,46,0.0291,0.614,193040,0.839,0.000000,0,0.112,-4.143,1,0.0702,4,0.657,182.123
6,4lzxJ4jCuFDXXGkE1LmpKR,47,0.391,0.857,267500,0.647,0.000001,11,0.0842,-4.152,0,0.0984,4,0.553,95.982
6,5iwz1NiezX7WWjnCgY5TH4,48,0.323,0.826,238200,0.773,0.000000,11,0.143,-4.218,0,0.0524,4,0.761,126.899
6,1kK6DwzyXJSp58u5HYWwuD,49,0.325,0.88,299227,0.67,0.000004,2,0.0662,-5.177,1,0.0468,4,0.131,101.008
6,5WHTFyqSii0lmT9R21abT8,50,0.296,0.674,178480,0.881,0.000003,9,0.0793,-2.853,1,0.147,4,0.234,98.994
7,0TK2YIli7K1leLovkQiNik,1,0.037,0.759,190960,0.54,0.000000,9,0.0945,-6.039,0,0.0287,4,0.75,116.947
7,0hVXuCcriWRGvwMV1r5Yn9,2,0.0912,0.798,219947,0.675,0.000000,6,0.0894,-5.041,1,0.0442,4,0.842,101.956
7,70eFcWOvlMObDhURTqT4Fv,3,0.124,0.64,197867,0.648,0.000000,5,0.0802,-8.113,0,0.187,4,0.548,92.977
7,6vBdBCoOhKHiYDDOcorfNo,4,0.447,0.58,174960,0.653,0.000000,5,0.111,-3.818,1,0.0745,4,0.175,150.231
7,6u7jPi22kF8CTQ3rb9DHE7,5,0.0533,0.878,157067,0.619,0.000000,6,0.113,-5.56,1,0.102,4,0.639,136.041
7,2Fxmhks0bxGSBdJ92vM42m,6,0.328,0.701,194088,0.425,0.130000,7,0.1,-10.965,1,0.375,4,0.562,135.128
7,2TH65lNHgvLxCKXM3apjxI,7,0.6,0.61,250534,0.624,0.000002,2,0.243,-4.773,1,0.309,4,0.244,176.169
7,2ksOAxtIxY8yElEWw8RhgK,8,0.0846,0.786,301714,0.808,0.000289,7,0.0822,-3.702,1,0.0882,4,0.609,105.027
7,6b2RcmUt1g9N9mQ3CbjX2Y,9,0.153,0.477,202205,0.682,0.000000,1,0.0763,-4.931,0,0.0925,5,0.345,110.567
7,1fBXSMOusjaj7GjzErHmUI,10,0.276,0.823,185195,0.71,0.000002,6,0.152,-3.896,0,0.0688,4,0.376,96.024
7,1Ej96GIBCTvgH7tNX1r3qr,11,0.136,0.747,225933,0.7,0.000167,0,0.11,-4.669,1,0.341,4,0.62,176.036
7,3yNZ5r3LKfdmjoS3gkhUCT,12,0.252,0.67,194840,0.453,0.330000,0,0.117,-11.265,1,0.295,4,0.68,135.055
7,6fTt0CH2t0mdeB2N9XFG5r,13,0.342,0.703,114893,0.594,0.000000,5,0.123,-6.146,0,0.0752,4,0.475,153.848
7,7qEHsqek33rTcFNT9PFqLf,14,0.751,0.501,182161,0.405,0.000000,1,0.105,-5.679,1,0.0319,4,0.446,109.891
7,5ry2OE6R2zPQFDO85XkgRb,15,0.101,0.831,205427,0.502,0.000000,10,0.122,-4.045,0,0.046,4,0.101,100.541
7,1DhRbox3xkceP64k3JeYfW,16,0.133,0.715,161747,0.823,0.000000,5,0.361,-5.313,0,0.0495,4,0.91,151.956
7,3KkXRkHbMCARz0aVfEt68P,17,0.556,0.76,158040,0.479,0.000000,2,0.0703,-5.574,1,0.0466,4,0.913,89.911
7,1kBbgxAUc4HQv7cgIayIDH,18,0.0204,0.745,131280,0.642,0.000000,7,0.0658,-6.257,0,0.287,4,0.226,179.974
7,5qmq61DAAOUaW8AUo8xKhh,19,0.11,0.715,173325,0.624,0.000000,4,0.123,-3.046,0,0.114,4,0.412,158.087
7,1c0hsvHLELX6y8qymnpLKL,20,0.361,0.795,266087,0.783,0.000000,5,0.437,-4.271,1,0.0432,4,0.8,92.016
7,1DFD5Fotzgn6yYXkYsKiGs,21,0.0404,0.677,152913,0.744,0.000160,10,0.074,-6.806,0,0.0295,4,0.631,124.08
7,5w9c2J52mkdntKOmRLeM2m,22,0.11,0.737,193227,0.86,0.000002,8,0.0574,-2.652,0,0.0593,4,0.656,93.989
7,0fea68AdmYNygeTGI4RC18,23,0.152,0.754,242573,0.646,0.000019,7,0.108,-5.795,1,0.317,4,0.429,176.089
7,51Fjme0JiitpyXKuyQiCDo,24,0.181,0.843,160627,0.391,0.000000,2,0.137,-7.899,1,0.0845,4,0.496,129.972
7,4vUmTMuQqjdnvlZmAH61Qk,25,0.148,0.857,204467,0.621,0.000000,9,0.0865,-6.376,0,0.0824,4,0.668,97.986
7,6LsAAHotRLMOHfCsSfYCsz,26,0.524,0.692,190800,0.809,0.000000,2,0.147,-4.198,1,0.0602,4,0.864,123.911
7,4R8BJggjosTswLxtkw8V7P,27,0.145,0.806,309120,0.786,0.000000,10,0.0935,-3.831,0,0.0741,4,0.58,91.973
7,29fRTIKsJhLUJoldM89GZS,28,0.00838,0.769,171387,0.678,0.000000,2,0.0596,-5.604,1,0.0507,4,0.706,85.025
7,4wuCQX7JvAZLlrcmH4AeZF,29,0.214,0.746,206187,0.787,0.000000,4,0.0669,-6.373,1,0.12,4,0.607,95.005
7,6moU77g9RQyMzHNuKEaQKq,30,0.374,0.732,212607,0.463,0.000000,11,0.194,-6.972,0,0.0287,4,0.397,95.971
7,25ZAibhr3bdlMCLmubZDVt,31,0.0275,0.639,222347,0.791,0.000000,10,0.362,-4.443,0,0.253,4,0.939,92.603
7,5PYQUBXc7NYeI1obMKSJK0,32,0.194,0.77,223523,0.882,0.000000,8,0.316,-4.792,1,0.0602,4,0.385,99.991
7,40OMBMYRk5IQL6xCzGM0JA,33,0.179,0.661,163805,0.723,0.000012,5,0.14,-6.976,0,0.0566,4,0.316,113.778
7,22vgEDb5hykfaTwLuskFGD,34,0.0427,0.842,181027,0.734,0.000000,1,0.106,-5.065,0,0.0588,4,0.952,137.958
7,4hPpVbbakQNv8YTHYaOJP4,35,0.0667,0.659,181824,0.623,0.000000,4,0.582,-2.253,1,0.0451,4,0.439,88.042
7,05CwHjIk71RXVU40boRMnR,36,0.225,0.591,217653,0.702,0.000000,7,0.414,-5.59,1,0.0289,4,0.501,104.003
7,6ocbgoVGwYJhOv1GgI9NsF,37,0.592,0.778,178627,0.317,0.000000,1,0.0881,-10.732,0,0.334,4,0.327,140.048
7,6oJ6le65B3SEqPwMRNXWjY,38,0.0154,0.693,228267,0.678,0.000006,8,0.101,-7.159,1,0.0324,4,0.404,103.952
7,7KbF6AdprOXEEHlsq11Z6d,39,0.217,0.777,175733,0.712,0.000000,10,0.091,-4.84,1,0.277,4,0.68,95.692
7,53CJANUxooaqGOtdsBTh7O,40,0.0361,0.908,113013,0.517,0.000002,1,0.0949,-6.063,1,0.129,4,0.471,136.019
7,7DcvwMAiqKJQD1rrdfxSDx,41,0.0247,0.796,200107,0.586,0.000000,4,0.132,-6.946,0,0.147,4,0.179,97.981
7,2qG5sZ7Si6sdK74qLxedYM,42,0.39,0.882,161627,0.689,0.003250,6,0.0501,-4.027,1,0.124,4,0.746,97.963
7,2VxeLyX666F8uXCJ0dZF8B,43,0.371,0.572,215733,0.385,0.000000,7,0.231,-6.362,1,0.0308,4,0.323,95.799
7,0AtP8EkGPn6SwxKDaUuXec,44,0.135,0.852,207760,0.666,0.000000,11,0.798,-6.923,0,0.184,4,0.726,91.046
7,6TqXcAFInzjp0bODyvrWEq,45,0.051,0.901,197573,0.4,0.000000,0,0.0599,-8.575,1,0.126,4,0.346,135.984
7,6v0lAdFF4haL8xjBIUjtOw,46,0.241,0.673,201818,0.752,0.000045,2,0.0813,-3.572,0,0.0561,4,0.797,175.997
7,5iwz1NiezX7WWjnCgY5TH4,47,0.323,0.826,238200,0.773,0.000000,11,0.143,-4.218,0,0.0524,4,0.761,126.899
7,6XHVuErjQ4XNm6nDPVCxVX,48,0.123,0.698,260640,0.454,0.000000,1,0.155,-6.756,0,0.151,4,0.137,92.932
7,2x0RZdkZcD8QRI53XT4GI5,49,0.272,0.802,157202,0.645,0.000000,5,0.119,-6.181,0,0.0715,4,0.376,100.001
7,2dpaYNEQHiRxtZbfNsse99,50,0.191,0.687,214290,0.792,0.000000,5,0.167,-2.749,1,0.0452,4,0.671,100.015
8,6v3KW9xbzN5yKLt9YKDYA2,1,0.0392,0.759,190800,0.548,0.000000,9,0.0828,-6.049,0,0.029,4,0.749,116.967
8,1dGr1c8CrMLDpV6mPbImSI,2,0.492,0.359,221307,0.543,0.000016,7,0.118,-7.582,1,0.0919,4,0.453,68.534
8,2ksOAxtIxY8yElEWw8RhgK,3,0.0846,0.786,301714,0.808,0.000289,7,0.0822,-3.702,1,0.0882,4,0.609,105.027
8,1kBbgxAUc4HQv7cgIayIDH,4,0.0204,0.745,131280,0.642,0.000000,7,0.0658,-6.257,0,0.287,4,0.226,179.974
8,6vBdBCoOhKHiYDDOcorfNo,5,0.447,0.58,174960,0.653,0.000000,5,0.111,-3.818,1,0.0745,4,0.175,150.231
8,70eFcWOvlMObDhURTqT4Fv,6,0.124,0.64,197867,0.648,0.000000,5,0.0802,-8.113,0,0.187,4,0.548,92.977
8,3RauEVgRgj1IuWdJ9fDs70,7,0.0767,0.777,190360,0.658,0.000000,0,0.0901,-5.191,1,0.054,4,0.633,110.048
8,2Fxmhks0bxGSBdJ92vM42m,8,0.328,0.701,194088,0.425,0.130000,7,0.1,-10.965,1,0.375,4,0.562,135.128
8,0hVXuCcriWRGvwMV1r5Yn9,9,0.0912,0.798,219947,0.675,0.000000,6,0.0894,-5.041,1,0.0442,4,0.842,101.956
8,6b2RcmUt1g9N9mQ3CbjX2Y,10,0.153,0.477,202205,0.682,0.000000,1,0.0763,-4.931,0,0.0925,5,0.345,110.567
8,6osaMSJh9NguagEDQcZaKx,11,0.278,0.694,185195,0.758,0.000001,11,0.102,-2.986,1,0.218,4,0.371,192.091
8,7qEHsqek33rTcFNT9PFqLf,12,0.751,0.501,182161,0.405,0.000000,1,0.105,-5.679,1,0.0319,4,0.446,109.891
8,2YpeDb67231RjR0MgVLzsG,13,0.0533,0.878,157067,0.619,0.000000,6,0.113,-5.56,1,0.102,4,0.639,136.041
8,1rgnBhdG2JDFTbYkYRZAku,14,0.688,0.825,209755,0.593,0.000161,6,0.17,-6.401,0,0.0988,4,0.54,98.078
8,0Ryd8975WihbObpp5cPW1t,15,0.119,0.4,186107,0.795,0.000000,10,0.159,-3.731,0,0.461,4,0.702,190.097
8,1BxfuPKGuaTgP7aM0Bbdwr,16,0.117,0.552,178427,0.702,0.000021,9,0.105,-5.707,1,0.157,4,0.564,169.994
8,6RRNNciQGZEXnqk8SQ9yv5,17,0.00929,0.771,171360,0.671,0.000000,2,0.0637,-5.617,1,0.0553,4,0.714,85.026
8,2TH65lNHgvLxCKXM3apjxI,18,0.6,0.61,250534,0.624,0.000002,2,0.243,-4.773,1,0.309,4,0.244,176.169
8,51Fjme0JiitpyXKuyQiCDo,19,0.181,0.843,160627,0.391,0.000000,2,0.137,-7.899,1,0.0845,4,0.496,129.972
8,43rA71bccXFGD4C8GOpIlN,20,0.298,0.664,170640,0.316,0.000002,5,0.0812,-10.345,1,0.519,4,0.541,92.875
8,0fea68AdmYNygeTGI4RC18,21,0.152,0.754,242573,0.646,0.000019,7,0.108,-5.795,1,0.317,4,0.429,176.089
8,5qmq61DAAOUaW8AUo8xKhh,22,0.11,0.715,173325,0.624,0.000000,4,0.123,-3.046,0,0.114,4,0.412,158.087
