Month,id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,time_signature,valence,tempo
6,252,2,0.0912,0.798,219947,0.675,0,6,0.0894,-5.041,1,0.0442,4,0.842,101.956
6,253,3,0.328,0.701,194088,0.425,0.13,7,0.1,-10.965,1,0.375,4,0.562,135.128
6,254,4,0.0533,0.878,157067,0.619,0,6,0.113,-5.56,1,0.102,4,0.639,136.041
6,255,5,0.101,0.831,205427,0.502,0,10,0.122,-4.045,0,0.046,4,0.101,100.541
6,256,6,0.00838,0.769,171387,0.678,0,2,0.0596,-5.604,1,0.0507,4,0.706,85.025
6,257,7,0.342,0.703,114893,0.594,0,5,0.123,-6.146,0,0.0752,4,0.475,153.848
6,258,8,0.136,0.747,225933,0.7,0.000167,0,0.11,-4.669,1,0.341,4,0.62,176.036
6,259,9,0.6,0.61,250534,0.624,0.000002,2,0.243,-4.773,1,0.309,4,0.244,176.169
6,260,10,0.194,0.77,223523,0.882,0,8,0.316,-4.792,1,0.0602,4,0.385,99.991
6,261,11,0.524,0.692,190800,0.809,0,2,0.147,-4.198,1,0.0602,4,0.864,123.911
